Actual_High,Actual_Low,Predicted_High_XGBoost,Predicted_Low_XGBoost
232.64,232.07,232.55751,232.07703
214.8,213.43,214.98317,213.6778
208.83,208.72,208.79362,208.26471
221.59,221.5,221.52403,221.42374
217.07,216.96,217.00249,217.10811
215.92,215.84,215.8319,215.66862
226.39,226.3,226.34329,226.24315
227.75,227.61,227.74878,227.46086
220.7,219.93,220.64136,219.77739
212.62,212.6,212.57396,212.62006
220.99,220.84,221.0282,220.98276
217.25,216.714,217.6701,217.34325
216.65,216.6,216.60306,216.64502
215.43,215.23,215.26726,215.09384
208.75,208.7,208.62222,208.28062
231.885,231.69,231.95428,231.67021
207.78,207.71,207.75558,207.71729
215.49,214.39,215.43082,214.25656
216.06,216.02,216.15942,216.0011
227.25,227.21,227.23062,227.32709
232.63,232.61,232.61963,232.61487
213.23,213.19,213.21996,213.07275
219.76,219.69,219.7532,219.69603
209.6,209.32,209.74857,209.4464
209.5,209.22,209.6083,209.23468
211.14,210.55,211.27354,210.52644
211.21,211.185,211.19595,211.18124
211.37,211.27,211.31496,211.36801
209.43,209.31,209.35109,209.24068
233.0,232.802,232.79633,232.66666
216.89,216.714,216.81743,216.69455
220.85,205.934,223.54,208.47423
217.03,216.92,216.99275,217.11105
213.87,213.87,213.91772,213.7261
210.56,210.46,210.70148,210.53108
216.9,216.86,216.92911,216.7316
214.67,214.57,214.64937,214.50299
210.42,210.08,210.30142,209.99062
210.96,210.8,210.86977,210.91019
209.37,209.07,209.43651,209.21837
227.96,227.67,227.96608,227.71104
214.37,214.31,214.38164,214.24371
212.147,211.995,212.18001,212.03915
210.71,210.6,210.74538,210.57867
219.5,219.42,219.6496,219.41063
212.29,212.176,212.23341,212.09694
228.7,227.68,228.73753,227.90659
208.97,208.925,208.85359,208.99846
213.94,213.76,213.96219,213.70195
215.1,214.6,215.37692,214.95848
207.62,207.5,207.59975,207.56927
213.09,213.01,213.132,213.0821
215.79,215.72,215.73636,215.67935
214.1,214.01,214.16145,214.10193
232.305,232.26,232.3373,232.18602
209.67,209.42,209.61159,209.48546
209.19,209.11,209.15985,209.11633
228.95,228.9,228.97266,228.92952
216.12,215.5,216.34056,215.67259
230.48,230.38,230.66724,229.80133
210.19,209.94,210.1112,209.88611
217.06,216.93,216.97775,217.10333
217.14,216.621,217.30946,216.97305
214.14,213.88,214.00462,214.05687
232.47,232.3,232.48486,232.26985
212.66,212.54,212.57686,212.58934
211.3,211.22,211.31767,211.15598
213.74,213.575,213.71179,213.66695
212.54,212.49,212.57416,212.60919
210.95,210.92,211.03963,210.95938
227.85,227.125,227.88916,227.0523
228.74,228.711,228.7474,228.6406
214.13,213.36,213.97174,213.15154
212.89,212.795,212.8314,212.90536
228.206,228.02,228.26874,228.13708
209.78,209.71,209.73647,209.70921
209.75,209.65,209.69926,209.56702
227.75,227.72,227.75717,227.81271
214.18,214.12,214.19661,214.16547
227.99,227.85,228.0129,227.89212
210.41,210.41,210.46173,210.34612
213.07,213.07,213.1829,213.10513
230.87,230.75,230.77545,230.7165
212.94,212.83,212.87645,212.90338
215.815,215.71,215.72995,215.65161
226.79,226.64,227.02863,226.53667
213.97,213.89,213.91371,213.9545
209.79,209.53,209.87514,209.6413
215.42,215.28,215.42204,215.3379
210.09,209.72,209.85966,209.57759
216.95,216.915,216.91081,216.72691
228.05,227.86,228.07549,227.86024
213.41,213.35,213.35695,213.35683
215.395,215.14,215.46082,215.29568
230.19,230.07,230.23216,230.08102
210.18,209.51,210.08603,209.32364
211.65,211.58,211.74907,211.54393
228.68,228.326,228.79857,228.27422
214.29,213.5,214.05048,213.16563
226.4,226.31,226.34863,226.23935
209.31,209.09,209.24005,209.07431
215.82,213.41,215.56113,213.60735
215.905,215.75,215.7681,215.63416
209.76,209.09,209.67534,208.94836
209.93,209.83,209.88644,209.70561
210.19,210.03,210.11919,210.08563
207.39,207.33,207.4095,207.38484
214.18,214.06,214.22034,214.1421
212.52,212.48,212.5747,212.46027
209.76,209.7,209.7267,209.60527
213.85,213.67,213.83324,213.67859
209.45,208.71,209.22585,208.56294
214.16,214.15,214.199,214.19562
210.336,210.17,210.46481,210.29643
214.555,214.07,214.47878,214.13034
210.61,210.22,210.54298,210.19159
210.16,210.12,210.24243,210.10172
213.786,213.23,213.9261,213.31778
212.91,212.49,212.66501,212.35332
219.5,219.45,219.63466,219.44615
215.96,215.79,215.84946,215.6158
210.95,210.9,210.85107,210.95291
227.65,227.625,227.75162,227.80681
210.2,210.14,210.2867,210.31471
212.27,212.05,212.2259,212.07648
228.42,228.21,228.41785,228.21222
228.95,228.9,228.976,228.9361
210.22,210.035,210.44916,210.07109
213.14,213.05,213.2198,212.91351
207.31,207.29,207.30136,207.26039
207.34,207.18,207.57535,207.41345
218.67,218.19,218.51811,218.02669
225.52,225.43,225.73935,225.55856
216.9,216.86,216.93114,216.7316
208.99,208.81,208.90623,208.79695
213.58,213.21,213.58382,213.21631
220.77,220.6,220.56119,220.38853
215.83,215.79,215.82207,215.68341
232.14,231.94,232.00691,231.82895
221.64,221.58,221.61597,221.64787
221.3,221.28,221.34537,221.42278
213.69,213.43,213.75784,213.4817
227.01,226.41,227.0975,225.76645
217.01,216.67,217.0425,217.0196
219.66,219.4,219.66765,219.56927
230.278,230.18,230.22537,230.1044
227.91,227.63,227.83072,227.7427
212.41,212.24,212.59402,212.13358
213.0,212.9,212.8794,212.9116
213.8,213.65,213.85223,213.70998
214.28,214.14,214.3603,214.18188
230.2,195.984,230.72641,185.88454
227.75,227.71,227.75372,227.78928
207.7,207.49,207.54282,207.48042
217.89,217.8,217.91464,217.76878
227.48,227.355,227.49716,227.21048
212.65,212.55,212.57321,212.59674
214.3,214.0,214.27385,213.7972
216.96,216.91,216.90874,216.74617
217.09,216.86,217.01619,217.02255
210.39,210.25,210.26462,210.29735
210.17,210.09,210.223,210.08202
213.33,212.99,213.46051,212.60185
214.61,214.5,214.67525,214.35056
216.94,216.85,216.94057,216.7251
210.9,210.781,211.02716,210.89049
213.18,213.0,213.09004,212.88689
214.36,214.21,214.40276,214.22939
214.18,213.62,213.97606,213.51224
228.54,228.11,228.73958,228.25293
218.11,217.97,218.05545,218.0079
213.69,213.61,213.68884,213.68095
210.235,210.041,210.36574,210.3149
209.65,209.4,209.83989,209.3816
228.39,228.15,228.37901,228.20003
221.22,220.97,221.30206,220.95271
227.85,227.48,228.022,227.32797
209.54,209.52,209.56639,209.55417
227.47,227.42,227.49629,227.48734
213.96,213.835,213.92725,213.70384
213.905,213.83,213.91742,213.7132
231.09,230.995,230.99394,231.12177
211.14,210.83,211.25395,210.81021
217.04,217.03,216.98985,217.12993
212.42,212.37,212.31364,212.16237
214.95,214.9,215.11139,214.89792
229.995,226.435,231.19713,228.85597
210.7,210.01,210.59299,210.15575
214.08,213.931,213.91283,213.94127
231.56,230.62,231.6586,231.06914
232.7,232.39,232.9065,232.4162
227.47,227.4,227.48413,227.38068
227.77,227.62,227.77069,227.46936
210.16,209.53,209.99786,209.36595
227.72,226.93,227.4533,226.63457
219.62,219.61,219.65607,219.69124
212.625,212.483,212.55504,212.5868
209.29,209.23,209.34686,209.27141
215.99,215.87,215.83327,215.64714
220.19,219.86,219.99733,219.92256
227.98,227.89,227.88864,227.88475
228.22,227.96,228.21947,227.99892
219.6,219.54,219.6381,219.68054
215.79,215.7,215.78438,215.66364
228.57,228.52,228.61833,228.35661
208.95,208.92,209.0489,208.99648
231.5,231.015,231.49954,231.14606
213.97,213.95,214.02855,213.97131
228.0,227.805,227.90274,227.84155
213.81,213.81,213.8189,213.72597
228.5,228.159,228.39265,228.0171
232.145,231.69,232.24802,231.6223
221.37,221.15,221.41269,221.37975
211.22,211.2,211.20511,211.1583
207.68,207.62,207.61423,207.58636
209.04,209.01,209.15082,209.08974
213.461,212.83,213.5298,212.95581
213.67,213.42,213.87265,213.54321
215.57,215.04,215.82877,214.98163
211.18,210.84,211.13896,210.87279
231.91,231.861,231.91435,231.85506
213.98,213.75,213.93657,213.61635
232.78,232.73,232.78548,232.7478
213.94,213.61,213.95714,213.49016
214.06,214.0,214.06412,213.95145
210.47,210.07,210.63855,209.99019
221.76,221.42,221.80629,221.32741
219.4,219.28,219.34677,219.068
213.17,212.89,213.28906,212.82016
213.39,213.07,213.3301,213.07874
217.05,216.97,216.98413,217.10997
219.7,219.52,219.67957,219.67032
214.12,213.57,214.12634,213.69746
212.65,212.64,212.57405,212.60919
219.85,219.7,219.93668,219.72678
210.01,209.85,209.94455,209.89403
228.4,228.36,228.4032,228.29298
216.19,216.11,216.15126,215.99103
216.3,216.23,216.18391,216.42975
214.05,213.95,214.11012,213.94601
219.67,219.61,219.67801,219.6742
220.92,220.82,220.93852,220.77113
219.68,219.5,219.73117,219.39743
226.369,226.34,226.37817,226.56534
225.17,224.88,225.3489,224.9888
229.81,229.73,229.83849,229.74808
216.85,216.76,216.79425,216.71735
209.75,209.69,209.71121,209.61095
227.74,227.7,227.75992,227.79214
228.34,228.098,228.38853,228.01253
226.428,226.34,226.44896,226.53526
217.03,217.0,216.9882,217.12703
227.87,227.41,227.70758,227.22185
216.88,216.78,216.8965,216.29196
229.22,229.22,229.29112,229.28593
212.53,212.5,212.56046,212.62886
227.65,227.64,227.60333,227.80391
207.94,207.82,207.90456,207.75853
230.25,230.2,230.21759,230.44925
227.575,227.38,227.60681,227.41925
209.9,209.814,209.89459,209.72585
221.22,220.97,221.29074,220.97864
211.33,211.29,211.38487,211.37546
208.62,208.51,208.60045,208.24744
221.07,221.04,221.00795,221.01706
216.65,216.56,216.60518,216.65881
213.46,213.032,213.48975,212.9109
208.69,208.14,208.62227,208.1252
213.07,212.89,212.88423,212.91202
227.5,227.37,227.51376,227.385
214.76,199.695,217.54324,203.13145
214.64,214.4,214.57672,214.30278
209.98,209.91,209.95158,209.9267
233.51,212.91,228.76492,211.88423
214.7,214.46,214.87071,214.47078
226.39,226.3,226.29858,226.36263
216.03,215.99,216.17041,216.00397
216.0,215.94,216.17986,215.98541
209.19,209.11,209.18875,209.10474
214.61,214.27,214.58417,214.37534
213.86,213.21,213.92772,213.3061
228.97,228.85,228.9956,228.9099
207.7,207.6,207.6417,207.64055
208.85,208.71,208.69469,208.67676
211.75,211.65,211.7511,211.84476
215.49,215.07,215.6618,215.03651
214.38,213.92,214.39679,213.88794
228.327,228.24,228.37589,228.20667
217.29,216.46,216.9943,216.07027
230.1,230.07,230.48535,229.87073
207.88,207.7,207.79225,207.76343
215.745,215.63,215.73561,215.65439
227.87,227.714,227.8706,227.78876
213.17,213.1,213.13516,213.09206
214.33,214.3,214.3971,214.30682
232.08,231.951,232.09691,231.9882
216.99,216.9,216.78113,217.06789
221.54,221.49,221.52638,221.417
209.55,209.51,209.52818,209.39703
214.19,213.88,214.13448,213.85173
228.16,227.97,228.18993,227.978
213.94,213.81,213.9506,213.94609
230.0,229.8,230.25754,229.75394
210.16,210.1,210.24547,210.1064
216.0,215.95,216.16003,215.9982
214.1,214.07,214.16592,214.11783
215.28,215.08,215.25957,215.08434
232.95,231.91,232.94742,232.08473
210.37,210.17,210.27301,210.07051
209.7,209.51,209.71779,209.56613
214.39,214.34,214.38173,214.35846
214.279,214.05,214.36754,214.1653
219.72,219.2,219.51993,219.45415
232.63,232.58,232.61963,232.61005
211.31,211.31,211.35593,211.18124
229.76,229.661,229.63129,229.49515
213.29,212.83,213.3307,212.96907
228.96,228.911,228.96994,228.9623
209.07,208.98,209.1601,209.08621
209.86,209.8,209.86078,209.72398
228.51,228.25,228.49168,228.30789
213.504,213.42,213.53082,213.43333
228.35,228.216,228.33568,228.21776
229.15,229.15,229.00475,229.27827
209.18,209.16,209.23683,209.11555
227.8,227.71,227.88539,227.80225
227.74,226.74,227.80042,226.77832
219.62,219.52,219.6538,219.41843
210.63,209.91,210.76474,210.21175
214.25,214.2,214.24275,214.23524
207.58,207.55,207.61076,207.5643
227.47,227.36,227.48799,227.14691
212.3,210.89,212.19984,211.13452
227.46,227.353,227.50043,227.35497
230.249,230.2,230.20786,230.60199
216.13,215.91,216.1806,215.95193
219.95,219.65,219.83205,219.68791
210.55,210.39,210.70973,210.5173
214.15,214.14,214.17725,214.1379
227.94,227.87,227.89523,227.8993
220.7,220.56,220.54738,220.4303
216.22,215.53,216.02577,215.23863
213.3,213.25,213.32352,213.1721
214.29,214.22,214.35118,214.21556
214.1,214.06,214.1052,214.12175
210.04,209.89,209.92317,209.69568
228.48,227.51,229.64932,227.8527
228.89,228.4,228.99739,228.46893
213.23,213.095,213.2379,213.08598
227.47,227.4,227.46904,227.38315
215.88,215.8,215.8294,215.6538
228.5,228.46,228.61209,228.35085
209.08,209.01,209.05014,209.00215
226.52,226.27,226.50096,226.47011
214.14,214.03,214.18243,214.10283
214.53,213.795,214.3534,213.77168
227.225,226.83,227.10754,226.48158
232.63,232.6,232.63388,232.57625
214.24,213.74,214.2227,213.8384
214.34,214.32,214.33763,214.26112
214.15,213.93,214.11491,213.92003
216.08,215.805,215.88942,215.60045
228.409,228.272,228.46928,228.26677
216.85,216.57,217.21559,216.66255
232.64,232.61,232.65157,232.59502
232.48,232.41,232.45401,232.41068
219.66,219.53,219.72124,219.4269
225.6,225.53,225.7807,225.56038
214.21,213.91,214.27585,214.07634
211.38,211.19,211.39142,211.12262
213.303,213.22,213.26886,213.27112
214.47,214.44,214.52039,214.36961
217.03,216.97,216.99448,217.14189
213.54,213.35,213.412,213.32838
217.04,216.97,216.92111,217.0684
214.29,214.0,214.15135,213.90207
214.6,214.03,214.70349,213.9742
211.32,210.62,211.49799,210.7153
214.64,214.59,214.64421,214.49944
220.74,220.09,220.98772,219.81894
226.44,226.37,226.44391,226.55899
211.37,211.07,211.36661,211.12303
214.25,214.11,214.19226,214.13031
219.4,218.92,219.36952,219.25008
211.32,211.255,211.30391,211.17548
207.89,207.89,207.88818,207.8357
219.7,219.62,219.73137,219.67719
227.66,227.54,227.6048,227.47136
214.15,214.06,214.17267,214.10313
212.985,212.97,213.06653,213.10571
211.6,211.4,211.49239,211.54312
218.0,215.82,217.26225,215.2017
215.41,214.71,215.45865,214.64975
225.2,225.02,225.29709,225.13235
231.92,231.83,231.9954,231.82513
215.965,213.68,215.24463,212.8299
213.87,213.69,213.78403,213.70543
211.2,211.14,211.19582,211.16609
211.38,211.3,211.44983,211.34747
225.12,224.98,225.15108,225.06029
213.92,213.74,213.79605,213.65987
218.56,218.47,218.58275,218.60876
228.28,228.22,228.28722,228.21025
210.93,210.61,210.87082,210.56873
212.95,212.95,212.88577,212.91422
213.12,212.88,213.03716,213.03532
213.71,213.07,213.93181,213.19435
210.27,210.15,210.46533,210.13115
214.69,214.22,214.57072,214.15509
212.06,211.6,211.95349,211.69852
225.15,225.07,225.27466,225.10332
213.83,213.618,213.8373,213.67787
219.62,219.57,219.65662,219.67384
228.5,228.46,228.50705,228.36838
229.87,229.81,230.20236,229.78947
210.24,210.08,210.44919,210.06927
208.49,207.48,208.42172,207.45142
227.919,227.861,227.8934,227.9082
228.46,224.67,229.04292,227.00145
227.44,226.61,227.35382,226.3054
213.12,212.88,213.08961,212.85301
208.98,208.92,208.86533,209.00572
215.94,215.66,215.8317,215.55212
226.37,226.34,226.37817,226.56534
214.13,213.88,214.1939,213.89693
210.47,210.27,210.49847,210.29793
220.35,220.01,220.29396,220.26866
209.67,208.9,209.88525,209.32632
216.05,215.96,215.83255,215.67119
227.65,227.582,227.59972,227.80959
216.09,215.91,216.08037,215.89383
216.93,216.7,216.963,216.65045
213.78,213.63,213.71704,213.66695
217.1,216.65,216.90778,216.56468
216.855,216.69,216.80135,216.70474
232.09,232.0,232.03413,231.9158
209.2,209.14,209.25279,209.2403
209.89,209.75,209.85289,209.72307
219.64,219.59,219.69681,219.69124
211.69,210.73,211.72176,210.81476
214.57,213.42,214.22083,212.85376
207.88,207.77,207.91223,207.78775
231.027,230.39,230.8465,230.48648
214.1,214.0,214.17204,214.1184
210.05,209.92,209.95131,210.08359
207.69,207.29,207.61278,207.3996
213.27,213.05,213.1738,213.23198
213.2,213.05,213.14421,213.06578
214.29,210.516,215.80292,212.45032
212.92,212.87,212.83705,212.9039
228.08,227.8,228.00047,227.70694
213.05,212.95,213.097,212.85341
211.782,211.7,212.00294,211.82733
229.62,228.53,229.85632,228.5839
227.65,227.611,227.60895,227.80968
216.43,216.21,216.22954,216.39809
210.62,210.44,210.73305,210.50249
227.99,227.69,227.88437,227.42662
232.58,232.48,232.5804,232.4974
213.8,213.75,213.79703,213.71387
216.92,216.89,216.90747,216.73982
219.88,219.74,219.9523,219.72525
212.92,212.68,212.84412,212.5542
212.85,212.72,212.84947,212.59721
214.38,214.3,214.38748,214.25853
207.36,207.33,207.40106,207.38774
219.65,219.57,219.65727,219.68768
231.03,230.855,230.99695,230.84819
212.5,212.46,212.57507,212.4596
214.72,214.68,214.65898,214.73798
224.75,224.412,224.89558,224.28682
209.17,209.08,209.16597,209.07764
214.58,214.0,214.93852,213.94806
208.41,207.94,208.3205,208.00836
210.5,210.39,210.25351,210.29604
213.44,213.41,213.5464,213.36282
214.12,214.08,214.09184,214.12314
219.86,219.65,219.79428,219.70576
226.35,226.34,226.35739,226.26207
213.73,213.66,213.71588,213.69687
212.35,211.8,212.30865,211.91455
214.65,214.62,214.67044,214.72635
211.54,211.085,211.46245,211.09036
220.98,220.86,220.96376,220.79053
210.08,209.92,210.06897,209.91081
208.91,206.9,208.88158,207.16025
228.273,228.151,228.31648,228.19568
219.05,218.91,219.11203,218.8282
218.31,217.873,218.26361,218.01733
226.655,226.57,226.69595,226.54967
214.1,214.07,214.10881,214.1224
232.64,232.6,232.61891,232.62077
209.98,209.97,209.92284,209.93887
228.359,228.25,228.35925,228.06718
219.55,219.35,219.65422,219.33354
213.2,213.07,213.25911,213.25941
213.25,213.05,213.46408,212.59631
214.39,214.1,214.3354,214.09189
211.22,211.2,211.20717,211.16158
227.82,227.6,227.80188,227.76079
214.23,214.07,214.17053,214.09286
210.315,210.26,210.2419,210.34598
232.64,232.59,232.63089,232.60252
220.26,220.2,220.23982,220.46844
221.49,221.45,221.43208,221.40994
208.97,208.89,208.86447,208.98546
229.1,229.05,229.01831,228.97899
221.6,220.66,221.43315,220.49661
226.99,226.87,227.04369,226.95766
227.92,227.86,227.91014,227.8994
225.3,225.06,225.34895,225.15764
219.62,219.57,219.67491,219.66864
207.78,207.74,207.84772,207.75528
227.88,227.57,228.82791,227.0416
210.249,210.18,210.24188,210.30879
228.58,228.479,228.63414,228.36966
226.78,226.567,226.73448,226.5255
210.88,210.7,210.78435,210.60173
210.18,210.1,210.09317,210.10014
210.07,209.71,210.01045,209.51898
227.36,227.32,227.49144,227.0222
215.84,215.64,215.87276,215.6406
229.0,228.9,229.02197,228.93387
228.365,228.23,228.33835,228.21786
214.49,214.07,214.37431,214.07843
210.57,210.22,210.48582,210.25548
219.6,219.57,219.64622,219.6999
211.38,211.24,211.40938,211.15031
214.36,214.08,214.29065,213.89957
207.88,207.49,207.93672,207.64616
211.85,211.82,211.7437,211.85469
209.75,209.661,209.83441,209.59492
215.9,215.88,215.8213,215.67813
215.31,214.06,215.18686,214.48541
212.8,212.47,212.91222,212.53276
214.4,214.26,214.3854,214.2354
209.12,209.1,209.15356,209.13223
220.92,220.84,220.80954,220.42632
231.145,231.05,231.16664,231.02168
215.59,212.78,216.56996,212.31038
228.72,228.59,228.76868,228.62943
208.81,208.75,208.87056,208.6929
207.65,207.62,207.62352,207.61732
231.89,231.8,231.91248,231.79742
211.82,211.48,212.04953,211.76353
227.89,227.82,227.88281,227.80623
210.56,210.5,210.69951,210.55272
211.21,211.19,211.19458,211.18124
226.39,226.3,226.32416,226.18602
210.15,210.02,210.10353,210.09639
209.92,209.67,209.83719,209.6723
227.6,227.45,227.57417,227.45126
228.19,228.15,228.14107,228.06413
219.4,218.92,219.6541,219.27295
209.81,209.7,209.84737,209.71426
232.0,227.22,228.93794,223.24405
216.6,216.55,216.58302,216.42935
229.3,228.01,229.27658,228.10258
214.01,213.98,214.0394,213.96332
231.7,231.56,231.59354,231.54733
229.65,229.6,229.64038,229.5178
215.7,215.56,215.71988,215.65408
221.8,221.76,221.94131,222.4029
214.13,214.03,214.17911,214.0974
225.12,225.04,225.12558,225.07257
231.26,231.1,231.4156,231.10175
216.65,216.29,216.86067,216.34164
207.35,207.3,207.37164,207.3245
217.97,217.8,218.04207,217.76277
228.03,227.53,228.12242,227.81494
227.22,227.18,227.17032,227.23817
209.77,209.72,209.83838,209.72548
209.77,209.64,209.73906,209.57501
216.3,216.05,216.2385,215.93713
215.9,215.68,215.88696,215.63329
210.6,210.5,210.68086,210.53896
208.83,208.72,208.83487,208.683
213.24,212.9,213.29395,212.99219
213.58,213.4,213.6058,213.13684
214.99,214.68,215.18233,214.62407
209.719,209.64,209.70724,209.59482
209.73,209.46,209.76408,209.47356
209.82,209.75,209.75307,209.72644
227.39,227.09,227.33391,227.20403
213.02,212.81,213.10768,212.88042
227.6,227.53,227.55602,227.47688
212.8,212.735,212.85431,212.9161
228.59,228.346,228.54329,228.28143
224.665,224.4,224.62085,224.31715
211.23,211.21,211.19682,211.17244
212.206,211.94,212.23088,212.02371
209.89,209.75,209.8639,209.70401
211.84,211.72,211.99274,211.81444
229.59,229.55,229.6399,229.30112
231.29,230.84,231.26338,230.7116
214.27,214.19,214.24582,214.19414
216.01,215.81,215.8651,215.65251
229.75,229.55,229.6805,229.29388
209.64,209.542,209.5813,209.56897
216.94,216.75,216.84538,216.7079
209.0,208.93,209.06744,208.99196
216.75,187.786,218.87796,189.95882
214.12,213.14,214.30449,213.45737
215.72,215.33,215.82138,215.44395
215.82,215.14,215.74106,214.96014
212.94,212.64,212.92468,212.54753
207.8,207.745,207.84595,207.75818
230.72,230.57,230.71793,230.62685
207.75,207.67,207.69734,207.66623
212.97,212.86,212.84456,212.6092
217.12,216.9,217.0466,217.0752
213.25,213.16,213.12392,213.25562
231.46,231.35,231.58727,231.37473
214.65,214.65,214.65785,214.54185
214.0,213.91,213.99008,213.9545
207.82,207.75,207.76251,207.70413
217.73,216.61,217.42111,216.15086
211.69,211.11,212.00989,210.89264
215.49,215.03,215.2664,215.02814
213.7,213.5,213.7378,213.64357
212.515,212.48,212.56903,212.46536
211.79,209.68,211.87064,210.41846
228.411,228.09,228.45488,228.18071
216.28,216.21,216.1631,216.42496
209.7,209.56,209.58362,209.55385
230.24,230.2,230.11691,229.85742
230.448,230.37,230.5369,230.51244
212.62,212.6,212.5662,212.62006
211.82,211.76,211.73409,211.83311
218.0,217.95,218.03114,218.04207
213.61,213.53,213.5308,213.31548
215.13,214.64,215.41203,214.78053
213.97,213.87,214.03421,213.94852
231.14,231.01,231.24467,231.19327
208.775,208.72,208.8639,208.7177
213.58,213.5,213.67322,213.41466
207.93,207.9,207.89049,207.8558
228.39,226.372,229.03383,227.29822
209.41,209.18,209.28508,209.23482
214.29,213.94,214.16365,213.73572
225.29,225.11,225.34586,225.19261
213.1,213.0,213.07417,213.09479
228.32,228.16,228.39302,228.07013
216.79,216.71,216.77826,216.6484
226.4,226.35,226.37875,226.55322
227.28,226.73,227.60963,226.61168
218.24,218.0,218.28574,218.11494
216.015,215.96,216.1553,215.98643
216.664,216.51,216.60182,216.41219
213.5,213.49,213.54076,213.44081
230.249,230.2,230.20627,230.45792
210.7,210.61,210.73029,210.59424
212.15,211.76,212.10303,211.72144
227.8,227.71,227.764,227.78296
207.78,207.33,207.56299,207.31439
213.71,213.68,213.66919,213.68863
227.65,227.63,227.76482,227.80391
216.97,201.742,221.30095,204.77339
228.34,228.26,228.37726,228.27367
213.47,213.16,213.5704,212.72371
231.8,231.65,231.74738,231.67703
209.54,209.49,209.50371,209.40503
220.74,220.69,220.81284,220.43274
213.16,213.06,213.2141,213.08403
213.66,213.18,213.57954,213.21141
214.76,214.72,214.674,214.90465
207.86,207.77,207.84828,207.79451
224.15,223.7,224.33049,223.0081
230.98,230.81,230.76953,230.83824
214.22,214.09,214.17192,213.99545
232.28,232.22,232.32968,232.19766
213.85,213.03,213.6231,212.67496
214.1,214.06,214.08711,214.13055
214.37,213.52,214.3946,213.51703
207.8,207.75,207.78175,207.69331
210.58,210.37,210.51982,210.29929
210.94,210.85,210.85594,210.70612
214.575,214.09,215.01556,214.10217
209.6,209.56,209.95729,209.5965
209.08,208.84,209.17314,208.79663
211.36,210.97,211.40596,211.09792
207.57,207.52,207.61165,207.55237
216.26,216.24,216.12534,216.4281
229.85,229.82,229.81433,229.78313
213.42,213.04,213.33192,213.03282
214.25,214.13,214.25612,214.18852
208.97,208.91,209.05406,209.01163
214.08,213.975,214.10355,213.93887
219.53,219.44,219.63759,219.41733
211.39,211.25,211.4068,211.36806
230.27,230.182,230.2521,230.41031
227.0,226.403,226.91696,226.58928
213.18,213.15,213.1245,213.09393
221.1,221.0,221.01328,221.0202
232.44,232.32,232.41066,232.25229
214.4,214.1,214.44627,214.2134
227.78,227.7,227.75034,227.48398
212.07,211.85,212.05968,211.81541
213.36,213.16,213.3657,213.10286
214.39,214.35,214.3906,214.33212
214.22,214.16,214.24706,214.22581
214.18,214.08,214.08534,213.95592
214.13,214.04,214.16614,214.1343
213.96,213.87,213.93248,213.97818
231.35,230.785,231.25816,231.0578
210.085,210.02,210.09029,210.08745
209.74,209.43,209.65344,209.59969
226.595,226.51,226.48245,226.55891
231.13,230.86,231.06483,230.82324
208.99,208.93,209.04564,208.98679
211.37,211.29,211.3735,211.37689
228.31,228.093,228.31473,228.01978
215.745,215.6,215.78185,215.64734
221.3,221.09,221.32988,221.2923
209.01,208.81,209.13347,208.96524
213.49,213.41,213.342,213.3553
212.2,210.62,212.27551,209.95215
212.2,211.5,211.89346,210.90268
213.69,213.53,213.70145,213.62515
211.48,209.58,211.68793,209.49591
212.83,212.74,212.8438,212.91988
214.07,213.9,214.09363,213.92125
213.7,213.4,213.71404,213.35822
210.04,209.843,209.9541,209.89606
232.42,231.97,232.28178,232.01012
215.89,215.72,215.87015,215.98051
214.65,214.38,215.08722,214.26923
210.63,210.5,210.71419,210.54474
219.33,219.25,219.32767,219.41757
207.82,207.76,207.8414,207.76839
225.19,223.83,225.43109,224.02629
227.43,227.34,227.63428,227.46175
226.4,226.35,226.36829,226.56525
229.92,229.87,229.83519,229.78067
214.3,214.25,214.342,214.23462
216.38,216.18,216.20393,216.40605
231.9,231.5,231.98763,231.22592
216.21,216.16,216.14584,215.99919
216.07,215.95,216.15662,215.96765
219.93,219.88,219.9126,219.75964
214.06,213.49,214.29033,213.61003
232.44,232.39,232.43195,232.29942
209.79,209.605,209.86948,209.54135
209.4,209.2,209.38953,209.25668
213.76,213.32,213.8211,213.4289
231.366,231.295,231.56688,231.22327
217.82,217.56,217.95848,217.39323
216.12,215.5,216.2525,215.67476
217.0,216.96,216.92076,216.72815
211.08,211.03,211.05519,210.95952
214.14,213.927,214.1714,213.9674
214.02,213.8,213.95361,213.89941
214.37,214.36,214.38907,214.25342
222.0,221.1,222.40697,220.67387
215.69,215.51,215.74757,215.43321
232.95,232.81,232.88918,232.84247
227.84,227.75,227.91026,227.8641
228.4,228.18,228.32683,228.17496
212.67,212.66,212.84225,212.61429
215.93,215.81,215.8266,215.64658
220.85,220.82,220.83025,220.4279
212.5,212.44,212.56923,212.45325
214.15,213.87,214.0852,213.71219
227.88,227.83,227.89836,227.88293
221.14,220.94,221.08485,220.94887
212.79,212.57,212.60925,212.5731
217.4,217.09,217.5846,217.36865
224.45,224.325,224.57286,224.36867
210.4,210.0,210.35466,210.02875
229.72,229.61,229.63927,229.53322
214.0,213.78,213.96129,213.65425
219.58,219.51,219.64323,219.431
217.07,217.0,216.98833,217.12126
232.67,232.65,232.65387,232.65846
213.24,213.21,213.23438,213.26962
212.685,212.44,212.87492,212.52956
