Actual_High,Actual_Low,Predicted_High_XGBoost,Predicted_Low_XGBoost
216.2,216.16,216.16083,215.99341
217.05,216.97,216.98294,217.1177
226.46,226.35,226.46172,226.54936
210.91,210.7,210.8857,210.86264
219.95,219.714,219.8212,219.71771
214.43,213.2,214.31108,212.8835
226.48,226.415,226.43073,226.57414
211.4,211.38,211.54985,211.37439
214.37,214.07,214.22731,214.10062
228.17,228.02,228.2127,228.03003
210.16,210.0,210.07077,209.68718
230.16,230.14,230.14905,229.75797
231.54,231.48,231.57623,231.23138
228.23,228.17,228.2992,228.20883
214.7,213.89,214.7718,214.0642
211.95,211.58,211.85187,211.57353
212.68,212.65,212.55507,212.62886
232.57,232.43,232.569,232.4356
228.45,228.08,228.50131,228.08078
231.44,231.23,231.61557,231.16327
221.31,221.26,221.36176,221.417
213.24,213.16,213.25713,213.2739
217.08,217.025,217.03561,217.12694
212.515,212.18,212.35437,212.03899
212.98,212.773,212.91145,212.84778
208.898,208.75,208.89507,208.78879
219.7,219.68,219.73788,219.68005
213.88,213.81,213.77031,213.69093
232.48,232.422,232.45636,232.33139
216.54,216.46,216.70734,216.43533
227.6,227.522,227.56453,227.46994
211.831,211.76,211.96114,211.80876
211.2,211.165,211.19585,211.17534
213.06,212.95,212.85736,212.88872
216.83,216.56,216.66621,216.66025
214.27,214.24,214.25288,214.2458
211.23,211.21,211.19357,211.18124
207.99,207.96,208.20529,208.05937
228.04,227.82,228.02493,227.83963
228.639,228.09,228.55527,228.11107
221.18,221.15,221.23627,221.0294
218.09,217.95,218.06754,218.02776
207.88,207.82,207.89339,207.78822
213.235,213.045,213.30754,213.2594
213.0,212.96,212.85435,213.10387
215.85,215.71,215.81049,215.64339
211.36,211.25,211.39815,211.36806
214.37,213.41,214.01863,213.30467
208.89,208.81,208.83212,208.79396
211.56,211.22,211.4922,211.31056
227.84,227.69,227.90031,227.79384
219.54,219.53,219.63678,219.44025
217.1,217.03,216.99603,217.12126
210.66,210.49,210.75052,210.52576
214.23,214.14,214.05052,214.17386
213.23,213.21,213.26248,213.30536
214.69,214.58,214.67958,214.51413
227.14,227.06,227.04738,227.051
212.13,211.92,212.20314,212.03944
213.42,213.31,213.50793,213.32935
212.33,211.48,212.30162,211.61069
209.54,209.31,209.55144,209.25601
231.2,231.07,231.23492,231.13937
213.7,213.41,213.61443,213.38176
213.96,213.76,213.94565,213.69211
225.325,225.211,225.3003,225.18987
217.07,216.97,216.99019,217.10811
212.827,212.57,212.85562,212.52272
228.44,228.33,228.38318,228.2937
232.63,232.59,232.62459,232.59654
217.23,217.19,217.13455,217.10422
227.12,227.03,227.17061,227.06334
219.6,219.52,219.62866,219.42754
209.41,209.35,209.32812,209.34943
217.25,217.0,217.20891,217.04646
212.99,212.515,212.66528,212.49245
214.47,214.4,214.39783,214.34966
228.38,228.13,228.32533,227.99992
219.56,219.55,219.64235,219.43735
210.39,210.041,210.55789,210.06075
214.51,213.5,215.33621,213.95978
218.63,214.52,219.50093,216.04271
215.6,215.49,215.71307,215.49629
231.875,231.7,231.92288,231.66139
219.74,219.67,219.7645,219.70004
210.63,210.29,210.58942,210.03894
228.72,228.272,228.77701,228.1864
219.837,219.72,219.76712,219.76039
211.45,211.28,211.53436,211.34267
219.5,219.449,219.65356,219.43735
211.53,211.11,211.77423,210.99905
207.97,207.6,207.96289,207.62198
215.92,215.695,215.80006,215.61205
228.379,228.27,228.4396,228.24654
219.6,219.53,219.6261,219.6742
209.59,209.42,209.5341,209.49593
214.11,214.03,213.96614,213.92708
214.51,214.49,214.53482,214.36658
230.29,176.589,232.32106,190.00009
231.07,230.73,231.07904,230.79662
228.05,227.902,227.97168,227.86627
209.53,209.41,209.45361,209.33412
210.23,210.145,210.25208,210.13535
215.97,214.58,215.82664,214.22314
215.24,214.98,215.25417,215.03409
215.98,215.35,215.99657,215.00179
214.59,214.53,214.53865,214.52728
211.0,210.64,210.96375,210.56096
209.1,208.925,209.06749,208.9462
230.3,230.2,230.29024,229.85767
210.08,209.77,210.115,209.67769
230.23,230.2,230.21611,230.43762
221.07,220.96,221.0109,220.99991
213.99,213.88,213.93452,213.96472
215.91,215.89,215.81828,215.67006
213.72,213.7,213.7369,213.68451
214.77,214.529,215.15633,214.66705
231.98,231.92,231.87033,231.89262
213.45,213.37,213.35493,213.35852
217.9,217.85,217.93843,217.78767
231.91,231.81,231.93143,231.82191
219.7,219.6,219.70331,219.68103
214.2,214.09,214.2549,214.1328
219.35,219.195,219.37563,219.08026
228.9,228.84,228.94829,228.91138
232.75,232.57,232.83032,232.42249
229.0,228.9,229.02303,228.9507
214.35,214.31,214.38379,214.23781
232.79,232.75,232.82016,232.7103
217.29,216.42,216.97668,216.22884
228.789,228.692,228.74567,228.61615
228.9,228.803,228.96774,228.63475
232.45,232.35,232.39815,232.2778
231.967,231.87,231.99495,231.82181
214.439,214.26,214.40485,214.23402
209.89,209.77,209.91183,209.70569
231.785,231.59,231.94061,231.6155
229.8,229.3,229.71053,229.4034
232.15,232.07,232.17899,232.04097
232.45,232.323,232.38416,232.27927
214.7,214.215,214.64137,214.35924
213.73,213.625,213.75089,213.66586
213.23,213.13,213.21269,213.0528
214.33,214.02,214.35483,213.9497
209.95,209.79,209.93793,209.90637
213.17,212.9,213.24165,213.03082
232.42,232.32,232.39146,232.18117
232.154,232.06,232.12404,232.07683
215.64,215.31,215.79538,215.34863
217.5,215.0,217.69656,215.45284
214.33,214.14,214.25539,214.14987
214.43,214.29,214.37119,214.22992
213.53,213.42,213.5536,213.35648
221.33,221.28,221.35097,221.40538
231.07,230.93,231.01399,230.88617
216.65,216.57,216.6036,216.65886
228.119,228.0,228.1612,228.03513
214.67,214.17,214.61922,213.96138
216.15,216.03,216.15916,215.9746
210.16,209.893,210.14676,209.68289
228.725,228.51,228.5701,228.59135
212.52,212.46,212.56944,212.46536
228.98,228.85,228.99055,228.89949
213.71,213.53,213.71657,213.58948
232.38,232.36,232.42062,232.32562
210.48,210.29,210.52748,210.30855
213.67,213.51,213.71559,213.43109
213.8,213.62,213.76901,213.67859
216.82,216.26,216.61024,216.26488
219.5,219.41,219.66754,219.42802
226.88,226.62,226.80899,226.20595
211.46,211.08,211.18059,211.08769
219.795,219.55,219.77538,219.64082
213.46,213.34,213.53868,213.20451
214.47,214.32,214.55559,214.30562
213.51,213.01,213.83937,212.73578
210.425,210.04,210.582,210.00618
213.5,213.21,213.46133,213.174
228.222,227.88,228.36896,227.98357
213.235,212.72,213.20082,212.76132
217.15,201.742,217.29764,201.28102
228.59,228.31,228.67181,227.9623
210.75,210.56,210.78574,210.55368
213.5,213.24,213.37271,213.06715
229.36,229.31,229.31058,229.2916
216.615,216.08,216.5326,215.85248
215.96,215.7,215.8446,215.59888
207.9,207.83,207.89536,207.8357
214.15,214.08,214.1764,214.11598
209.77,209.621,209.71983,209.67867
213.24,213.092,213.19293,213.08717
214.71,213.98,214.6341,213.96501
210.78,210.69,210.72273,210.63501
231.0,230.69,231.03633,230.76517
214.35,214.28,214.37148,214.24527
212.7,212.66,212.85173,212.61429
214.9,214.73,214.67415,214.66931
230.54,230.2,228.59656,228.31807
211.196,211.05,211.18901,210.92188
209.15,209.11,209.16158,209.12018
207.82,207.75,207.84218,207.7598
231.0,230.57,230.7295,230.43814
210.52,210.4,210.5088,210.31871
209.18,209.12,209.16478,209.10493
216.265,216.13,216.11357,215.90779
214.148,214.03,214.16655,213.94557
209.07,209.0,209.14777,209.06876
227.65,227.64,227.60901,227.80391
232.72,232.71,232.76013,232.6523
219.64,219.45,219.70226,219.40843
211.46,211.35,211.39377,211.36806
216.93,216.76,216.93793,216.67102
221.55,221.52,221.51013,221.42581
209.89,209.77,209.90588,209.72646
217.1,216.93,217.03172,217.08711
207.79,207.49,207.90541,207.63893
213.05,212.93,213.09637,212.9125
216.853,216.64,216.60866,216.61075
227.18,227.04,227.16418,227.04381
216.97,216.6,216.87961,216.56387
231.88,231.56,232.00865,231.69295
214.25,214.23,214.25151,214.21756
228.53,228.03,228.50407,228.12814
216.98,216.725,216.99185,216.6568
219.79,219.69,219.75737,219.74513
214.335,214.29,214.3827,214.25081
211.97,211.654,211.8557,211.5029
227.54,227.5,227.55608,227.49614
214.64,214.48,214.5474,214.4803
227.79,227.46,227.98657,227.75114
216.74,216.67,216.79936,216.67122
219.68,219.59,219.6754,219.68764
216.745,216.7,216.79909,216.66241
229.52,229.24,229.33559,228.95549
228.59,228.21,228.42537,228.14388
214.15,213.89,214.0822,213.90047
214.44,214.339,214.3752,214.33284
224.77,224.66,224.77141,224.92798
230.2,230.18,230.21526,230.12085
232.0,231.67,231.8227,231.61035
213.79,213.53,213.87538,213.57634
221.48,221.3,221.43028,221.37462
213.16,212.79,213.166,212.51288
228.28,228.133,228.32146,228.17802
228.38,228.31,228.36041,228.31328
228.45,228.314,228.39203,228.25464
209.0,208.66,208.88979,208.18745
228.53,228.43,228.51596,228.33968
209.891,206.735,209.69798,206.65845
220.9,220.81,220.96098,220.73892
228.44,228.365,228.45226,228.34712
209.91,209.8,209.8771,209.72104
210.815,210.66,210.86732,210.87384
232.18,232.07,232.1963,232.02313
216.19,215.92,216.23442,215.8908
230.21,230.18,230.21611,229.78644
213.32,213.125,213.33688,213.29004
207.12,206.9,207.26083,207.06584
207.78,207.75,207.82239,207.76663
213.0,212.97,213.06827,213.09981
232.72,232.635,232.72957,232.52438
227.19,227.13,227.15839,227.2347
210.76,210.55,210.71452,210.57481
221.6,221.36,221.49727,221.36574
214.17,214.1,214.12433,214.13606
213.83,213.57,214.10616,213.65439
230.3,230.24,230.23767,230.44624
217.07,217.0,217.04195,217.13583
210.29,209.21,210.23476,209.13899
232.06,232.0,232.02966,232.02847
214.37,214.285,214.39174,214.24254
214.49,210.516,216.5011,213.03558
221.46,221.34,221.409,221.40926
218.72,217.87,218.52512,217.78372
209.02,208.9,208.86536,208.81097
209.98,209.86,210.04459,209.91452
225.09,224.84,225.17813,224.99316
214.61,214.6,214.64902,214.52383
232.48,232.45,232.45612,232.43155
227.14,227.06,227.1749,227.06334
210.16,209.78,210.0611,209.7963
230.88,230.61,230.7469,230.62018
227.55,227.53,227.56311,227.48099
217.86,217.72,218.0035,217.89096
214.22,214.14,214.21582,214.1314
210.4,210.03,210.34557,209.98788
212.94,212.78,212.87337,212.91321
214.09,214.0,214.02812,214.07883
212.18,211.37,212.05328,211.50485
210.14,210.07,210.0828,210.11308
227.19,227.15,227.16905,227.07957
209.15,209.1,209.1573,209.09859
228.619,228.56,228.65964,228.65187
217.35,217.04,217.26434,217.07779
215.05,214.99,215.13927,215.14134
216.75,216.6,216.62321,216.61838
214.52,214.5,214.52515,214.36023
227.28,227.15,227.0868,226.62982
228.18,227.65,228.03102,227.3094
228.48,228.415,228.49762,228.33485
220.29,219.93,220.58742,220.02533
215.69,215.49,215.77544,215.56952
227.79,227.73,227.87042,227.80333
211.96,211.8,211.78403,211.84035
211.24,211.19,211.19319,211.1497
217.1,217.061,217.14659,217.13007
216.93,216.91,216.92485,216.73737
213.58,213.44,213.5543,213.41435
227.72,227.64,227.6456,227.80031
213.2,212.605,213.0813,212.85101
219.63,219.55,219.64758,219.67218
215.91,215.9,215.8213,215.68932
213.11,212.59,213.19394,212.49428
228.46,228.095,228.60457,228.18256
214.44,214.31,214.38837,214.34825
210.81,208.636,210.89807,208.90881
214.21,214.15,214.23587,214.2045
212.67,212.505,212.59724,212.60385
210.31,210.09,210.26819,210.02176
213.86,213.8,213.77736,213.73007
209.75,209.7,209.73409,209.72668
213.57,213.48,213.6688,213.40784
211.7,211.0,211.68594,210.9776
211.4,211.34,211.38785,211.38246
218.08,218.05,218.03546,218.0392
221.05,221.01,221.00769,221.01923
209.23,209.2,209.25461,209.2261
232.566,232.411,232.52391,232.4932
210.29,210.205,210.23914,210.08922
209.96,209.85,209.91191,209.92862
218.55,218.26,218.61783,218.53424
211.28,210.795,211.48453,210.66302
223.511,221.65,224.2947,221.37753
221.55,220.27,221.14357,219.69641
228.7,227.82,228.94765,228.11665
210.03,210.01,210.04465,209.94835
213.2,213.16,213.13058,213.11426
209.22,209.15,209.18289,209.23938
228.97,228.85,228.97647,228.9124
209.27,209.09,209.22958,209.10745
219.7,219.66,219.65558,219.71042
214.6,214.24,214.6204,214.42108
210.0,209.64,210.01346,209.6487
210.89,210.81,210.86148,210.87852
214.15,214.12,214.15723,214.1588
216.03,215.33,215.86942,215.28685
209.2,209.11,209.2195,209.10489
214.74,214.69,214.67313,214.73798
232.398,231.7,232.24829,231.70404
227.89,227.82,227.87074,227.49037
214.37,214.22,214.23668,214.15253
211.28,211.12,211.25517,211.1447
218.72,218.539,218.624,218.59146
228.295,228.2,228.35426,228.17981
229.05,229.0,229.01886,228.95926
216.95,216.9,216.93091,216.73737
212.21,212.16,212.20056,212.0951
217.0,216.802,216.90721,216.65668
229.2,229.16,229.30013,229.28638
216.18,216.17,216.16885,216.01161
209.18,209.11,209.18996,209.2323
215.88,215.85,215.82172,215.66937
232.72,232.65,232.72488,232.6349
215.87,215.72,215.8318,215.646
213.78,213.65,213.87694,213.70709
209.9,209.8,209.86014,209.72061
232.31,232.17,232.25894,232.24236
221.64,221.04,221.57637,221.16809
218.1,217.87,218.00891,217.42508
214.47,213.97,214.46507,213.81389
227.07,227.024,227.05864,227.07077
213.71,213.66,213.71289,213.67145
230.269,230.23,230.2533,230.46823
208.96,208.81,208.89494,208.79982
227.883,227.59,227.93433,227.43698
228.06,227.9,228.04776,227.88467
209.83,209.12,209.76636,209.20277
209.17,209.11,209.21683,209.11708
214.0,212.17,214.17964,212.23764
214.41,214.03,214.53506,214.13734
219.75,219.62,219.76628,219.68068
229.19,228.8,229.12883,228.832
213.21,213.08,213.14761,213.07314
214.45,214.36,214.38985,214.3199
213.92,213.42,214.0129,213.41713
210.58,210.48,210.72275,210.56949
213.67,213.47,213.74294,213.51962
209.94,209.88,209.93597,209.94597
213.77,213.61,213.76259,213.6443
232.481,231.87,232.64893,230.15851
214.49,214.38,214.54759,214.31982
232.59,232.422,232.5904,232.41054
232.06,231.9,232.0447,231.9702
207.59,207.53,207.62186,207.5565
217.1,216.55,216.9526,216.5639
210.1,210.03,210.09776,210.09932
228.465,228.38,228.50797,228.33234
228.23,221.74,228.48108,224.16417
216.72,216.53,216.62134,216.40697
210.81,210.73,210.74109,210.89424
209.01,208.6,209.22772,208.96825
221.4,219.03,221.46967,218.7636
220.83,220.8,220.83014,220.43909
207.64,207.62,207.60855,207.62532
232.35,231.87,232.3437,232.04771
232.04,231.955,232.016,231.95226
227.08,226.96,227.07062,226.9688
211.26,210.276,211.36447,210.03035
212.63,212.47,212.57663,212.56273
214.69,214.54,214.68594,214.50337
216.01,215.95,216.16808,215.97446
214.08,213.99,214.07436,213.97137
216.4,216.25,216.19601,216.40894
221.69,221.6,221.62411,221.64772
209.95,209.9,209.93909,209.91469
220.05,219.75,220.0214,219.68787
209.77,209.71,209.71388,209.6083
232.98,232.05,232.3612,231.6442
213.48,213.48,213.50766,213.42398
217.08,217.02,217.04842,217.12126
227.31,227.23,227.46686,227.35622
211.88,211.722,211.76314,211.52425
228.19,227.82,228.24432,227.88728
229.8,229.65,229.66168,229.4847
212.5,212.41,212.55244,212.44781
227.02,226.63,227.07993,226.40228
227.41,227.36,227.48073,227.3553
213.39,213.34,213.35933,213.35825
218.11,217.97,218.10545,218.03679
228.82,228.51,228.75468,228.255
219.68,219.63,219.70053,219.69124
214.4,214.31,214.3721,214.22252
207.77,207.56,207.7108,207.65309
214.34,214.25,214.35448,214.19061
209.7,209.66,209.70503,209.58923
232.49,232.25,232.44525,232.30693
213.97,213.92,213.93167,213.96555
210.37,210.155,210.49817,210.30032
225.815,225.36,225.48822,225.50269
214.1,214.08,214.10262,214.11598
210.88,210.5,210.91336,210.47984
214.23,213.73,214.09546,213.56013
210.76,210.655,210.81882,210.82335
215.93,215.82,215.83781,215.66159
221.78,221.69,221.74768,221.64772
226.67,226.57,226.69032,226.52562
210.08,209.97,210.04735,209.71426
227.74,227.346,227.67223,227.22612
221.53,221.5,221.51366,221.40274
214.82,213.937,214.81844,213.82375
232.05,231.96,232.03873,231.94136
210.6,210.4,210.5255,210.32468
222.86,222.521,223.28694,222.58727
226.71,226.66,226.67943,226.53697
210.75,210.6,210.74231,210.56161
217.32,216.98,217.06331,217.01752
213.51,213.46,213.53146,213.44962
219.81,219.705,219.75731,219.68103
214.12,214.06,214.09634,214.1154
214.12,214.06,214.1052,214.12175
211.21,211.15,211.18755,211.18124
213.97,213.852,213.93814,213.71692
209.52,209.434,209.50212,209.37349
214.03,213.925,214.06142,213.9262
212.63,212.6,212.56273,212.62296
232.66,232.66,232.65962,232.6527
221.8,221.38,221.72063,221.26428
219.83,219.53,219.80898,219.65466
216.15,216.05,216.17932,215.9768
227.13,226.87,227.10449,226.91058
225.19,224.49,225.05449,223.89531
210.72,209.2,210.35735,209.20667
232.19,232.065,232.22481,232.03722
232.35,231.951,232.10408,231.80356
226.467,212.75,228.65533,211.6211
213.989,213.885,213.94165,213.95244
212.68,212.32,212.64194,212.21413
213.0,212.66,213.12372,212.50613
207.65,207.49,207.525,207.47716
214.18,214.07,214.20786,214.14696
231.95,231.92,231.858,231.8844
214.7,214.65,214.65923,214.52826
225.3,225.21,225.30717,225.19272
221.9,221.05,222.24057,221.96721
219.63,219.52,219.63449,219.65024
213.98,213.9,213.93207,213.96155
227.12,226.92,227.18831,226.80113
229.7,229.35,229.32103,229.35457
209.27,209.2,209.25076,209.23453
211.37,211.25,211.40073,211.36296
209.73,209.7,209.71635,209.59315
211.55,211.42,211.55486,211.48872
216.91,216.6,216.76683,216.53639
227.55,227.35,227.54091,227.36674
227.73,227.44,227.63052,227.34204
212.98,212.95,212.84929,212.91739
213.6,213.47,213.55951,213.49461
219.184,218.79,219.33478,218.77507
228.487,228.2,228.406,228.18492
208.91,208.32,208.90395,208.09811
218.12,218.05,218.04553,218.05472
216.76,216.64,216.60219,216.63857
215.21,215.15,215.22607,215.14088
210.82,210.72,210.81926,210.85336
216.07,215.9,216.14798,214.95741
214.71,214.65,214.4991,214.50891
214.45,214.37,214.38673,214.35466
213.75,213.559,213.86984,213.68805
224.46,224.252,224.58292,224.3336
209.94,209.72,209.79091,209.65973
220.68,220.38,220.5586,220.32741
229.559,229.5,229.29414,229.31613
213.85,213.75,213.93369,213.71344
214.59,214.5,214.54367,214.34796
215.8,215.75,215.80632,215.67296
210.85,207.11,210.7877,208.02914
228.95,228.84,228.9903,228.90994
213.84,213.78,213.82257,213.70258
215.82,215.53,215.85184,215.5638
211.27,211.26,211.28925,211.1749
230.23,230.2,230.20703,230.46382
212.47,212.23,212.61006,212.4161
215.77,215.71,215.72707,215.67474
227.83,227.77,227.88184,227.81528
209.21,209.05,209.17934,209.07935
232.98,232.79,232.90562,232.81267
211.75,211.7,211.72903,211.34593
218.205,217.916,218.24234,218.10263
210.3,210.23,210.44563,210.31624
210.26,210.18,210.22795,210.29738
214.0,213.22,214.02309,213.4719
212.31,212.045,212.3323,212.06174
217.08,217.03,216.99603,217.12126
212.97,212.93,212.86133,212.90349
231.06,229.25,231.43753,229.59691
231.35,231.12,231.504,231.13039
231.47,230.84,231.36652,230.93376
207.25,207.21,207.24228,207.15717
216.41,216.38,216.57329,216.43265
211.0,210.95,211.02724,210.94519
214.99,213.06,214.3745,213.19754
231.36,231.23,231.60104,231.18343
228.69,228.62,228.64694,228.6354
228.56,228.48,228.61893,228.35602
228.44,228.4,228.44705,228.34082
210.54,210.15,210.31758,209.61404
216.98,216.92,216.97269,217.09593
230.96,230.708,230.81065,230.80882
216.98,216.892,216.93256,216.7251
214.21,214.13,214.21031,214.13403
228.75,227.82,228.9361,228.04079
225.28,225.1,225.31874,225.19073
211.34,211.3,211.38101,211.37894
231.99,231.89,231.98862,231.82211
218.11,217.91,218.08255,217.97441
228.5,228.24,228.47586,228.21771
214.4,214.25,214.41289,214.22585
231.898,231.73,231.829,231.64
216.63,216.61,216.59035,216.66751
209.04,208.94,208.87718,209.0091
228.26,228.2,228.29453,228.2069
221.39,221.33,221.39952,221.43619
209.96,209.706,209.92622,209.69722
227.82,227.65,227.65514,227.77516
212.8,212.69,212.83278,212.58076
209.19,209.16,209.17375,209.2126
226.59,226.29,226.49908,226.46179
232.19,231.95,232.15663,231.91547
214.7,214.62,214.65602,214.51219
209.03,208.93,209.07108,208.97957
214.07,213.85,213.97011,213.90683
226.93,226.63,226.73155,226.89337
209.9,209.7,209.91301,209.57024
211.7,211.4,211.61652,211.47905
219.62,219.14,219.91823,219.3459
232.09,232.01,232.04178,231.93954
219.56,219.42,219.36295,219.10239
227.6,227.53,227.57178,227.48734
231.95,231.81,231.94714,231.73102
214.72,214.16,214.85545,214.43195
219.66,219.55,219.69128,219.66739
213.862,213.4,213.88838,213.37917
213.0,211.37,212.64648,211.03815
209.88,209.35,209.67776,209.23332
232.98,231.94,232.17424,231.472
216.94,216.68,216.94617,216.67963
209.71,209.615,209.82555,209.58032
210.29,210.125,210.27269,210.09174
215.17,213.318,214.95502,213.13113
207.62,207.58,207.62352,207.56999
213.47,213.41,213.66856,213.31772
216.0,215.9,215.83026,215.66159
227.6,227.5,227.98044,227.39255
246.01,227.922,229.32361,198.14581
214.93,214.12,214.88484,214.22417
212.7,212.55,212.78148,212.49223
214.19,214.09,214.23218,214.12717
208.18,208.11,208.28511,208.12778
216.68,216.56,216.61424,216.64586
214.025,213.84,213.91167,213.72913
215.67,215.19,215.5246,215.03212
209.86,209.8,209.85307,209.74197
211.46,211.16,211.28821,211.09746
214.27,214.13,214.17235,213.9794
228.16,228.098,228.16122,228.06216
216.08,215.97,216.1691,215.9787
210.08,209.989,210.09639,209.93527
214.5,213.13,214.26912,213.3729
216.819,216.76,216.79108,216.7404
214.0,213.91,214.03215,213.9552
217.428,217.07,217.24782,217.02678
229.85,229.76,229.63297,229.5461
212.65,212.56,212.54286,212.60541
219.224,219.07,219.12645,219.06358
215.7,215.63,215.64764,215.66304
213.97,213.76,214.0463,213.88795
225.355,225.3,225.38065,225.34343
219.68,219.6,219.68483,219.69041
221.43,221.21,221.38588,221.37679
218.255,218.08,218.2399,218.15242
213.26,213.14,213.2381,213.0776
232.98,232.71,232.77505,232.66322
212.94,212.77,212.86572,212.58925
211.46,211.24,211.48248,211.32251
211.44,211.39,211.45216,211.37671
213.78,213.59,213.74133,213.67264
233.32,233.0,233.04398,232.64684
214.0,213.96,214.038,213.96555
213.11,212.9,213.09613,212.57465
216.58,216.39,216.83653,216.4183
214.1,214.0,214.07524,213.9495
213.59,213.41,213.5565,213.36115
212.74,212.42,212.58469,212.17308
212.19,211.976,212.26706,212.07727
231.0,230.51,231.08705,230.39502
213.29,212.98,213.36359,213.05037
232.05,231.93,232.04846,231.95657
228.33,228.27,228.29318,228.23572
225.34,225.22,225.39104,225.24197
214.06,213.96,214.06688,213.93326
214.25,214.2,214.25652,214.21756
209.32,209.25,209.26396,209.27533
213.61,213.49,213.71422,213.4866
211.09,211.0,211.04546,210.94174
221.28,221.12,221.25021,220.9839
213.94,213.815,213.78185,213.69052
216.31,216.16,216.60034,216.39407
213.14,213.03,213.0788,212.9082
214.94,214.7,215.02338,214.85365
232.06,231.8,231.9971,231.78072
207.65,207.59,207.6069,207.61122
213.87,213.68,213.93274,213.69556
211.49,211.4,211.59363,211.37177
214.52,214.46,214.51604,214.35612
213.29,212.91,212.95271,212.56537
228.0,227.57,228.13736,227.59499
219.8,219.74,219.74138,219.75664
228.36,228.32,228.35413,228.2645
209.73,209.7,209.7279,209.70947
209.175,209.11,209.13934,209.10838
216.13,215.83,216.21037,215.89633
213.7,213.61,213.73726,213.49515
214.01,213.58,213.63542,213.59445
227.71,227.38,227.81656,227.67096
214.73,214.26,214.49301,214.00468
230.28,230.2,230.20764,230.43918
220.94,220.57,220.87154,220.33183
213.99,213.91,213.92531,213.95274
208.95,208.1,209.14758,208.43015
209.04,209.01,209.0576,208.99995
226.56,226.45,226.49709,226.56416
211.86,211.725,212.0127,211.5157
219.77,219.73,219.7582,219.74403
221.54,221.5,221.51259,221.41798
227.57,227.13,227.63852,227.2757
214.27,214.115,214.32979,214.16864
213.86,213.86,213.83896,213.72942
211.17,211.01,211.5364,210.38072
214.4,214.18,214.31119,214.16267
219.796,219.65,219.7482,219.72084
213.89,213.828,213.92355,213.96555
219.54,219.4,219.6541,219.392
211.2,211.09,211.20401,210.93674
211.917,211.744,211.76837,211.52306
213.55,213.5,213.69933,213.44658
210.7,210.61,210.73116,210.62566
217.07,216.98,216.98369,217.10406
231.33,231.065,231.2824,231.09831
226.4,226.34,226.35309,226.0583
214.04,211.92,213.91045,211.75635
228.1,227.985,228.045,227.89212
207.99,207.95,207.89935,207.85356
212.35,212.22,212.2888,212.15442
229.92,229.8,229.84746,229.74365
227.16,226.865,227.19635,226.69453
216.74,216.63,216.59673,216.64848
210.16,210.1,210.09006,210.10442
219.9,219.81,219.91861,219.76244
219.6,219.55,219.61385,219.4357
232.538,232.47,232.57716,232.52933
231.5,230.88,231.095,230.66064
213.42,213.33,213.28725,213.167
227.99,227.9,227.98566,227.90881
214.74,214.7,214.65977,214.90358
215.7,215.6,215.71446,215.64055
213.67,213.51,213.71713,213.59656
214.69,213.46,214.45293,213.21286
214.389,214.36,214.3852,214.25162
207.7,207.61,207.65085,207.61475
229.8,229.3,229.74794,229.34697
227.949,227.87,227.91171,227.8994
217.07,216.98,216.98314,217.12338
211.44,211.34,211.57362,211.34546
213.295,213.2,213.27156,213.26416
209.18,209.1,209.15509,209.10704
213.75,213.62,213.7122,213.71231
218.01,215.1,218.01657,214.84117
214.062,213.28,213.68433,212.13882
213.52,213.36,213.5355,213.39655
210.54,210.1,211.22601,210.2042
216.9,216.86,216.92589,216.7316
226.48,226.44,226.45346,226.6377
219.459,219.39,219.34459,219.10994
212.95,212.87,212.8612,212.90703
226.47,226.36,226.48116,226.54611
213.27,213.19,213.2707,213.28418
213.22,213.1,213.22522,213.09773
229.6,229.502,229.6471,229.29044
216.0,215.91,215.8391,215.66824
215.04,214.8,214.7118,215.05954
227.79,227.6,227.77618,227.41689
226.405,226.34,226.3609,226.2563
228.215,227.925,228.05438,227.82498
225.351,225.285,225.38614,225.25513
211.32,211.31,211.36955,211.36626
230.4,230.28,230.51091,230.44644
228.23,227.01,228.08118,226.6289
214.26,213.53,214.15031,213.38065
230.19,208.115,231.37485,202.59563
228.1,227.87,228.0646,227.84169
228.98,228.8,228.99834,228.90463
214.0,213.56,214.07661,213.86107
215.68,215.53,215.7757,215.48894
209.12,209.1,209.20908,209.13223
212.63,212.6,212.55945,212.62886
214.68,214.65,214.65536,214.74678
231.24,230.72,231.34045,230.94203
228.3,228.02,228.41548,228.06406
214.6,214.48,214.5495,214.34766
227.41,227.03,227.4622,227.13829
218.37,218.28,218.43983,218.22224
210.08,209.72,209.85257,209.60036
226.44,226.401,226.45508,226.56534
214.35,214.1,214.44711,213.56888
213.61,210.3,213.92677,210.4623
207.4,207.36,207.40007,207.38774
213.85,213.65,213.81303,213.63847
206.99,206.9,207.20796,207.11
212.82,212.77,212.84041,212.9241
211.18,211.0,211.21585,210.92184
214.37,214.3,214.38094,214.2549
210.41,210.254,210.28928,210.29706
216.6,216.54,216.58194,216.4234
217.65,216.67,218.18279,217.02399
210.43,210.3,210.48456,210.30942
214.51,213.67,214.38106,213.55801
227.75,227.6,227.73688,227.43753
219.69,219.62,219.75874,219.69124
215.17,215.07,215.20578,215.10033
213.97,213.84,213.85904,213.93324
228.35,228.2,228.3971,228.24765
215.1,214.64,215.15475,214.41624
212.65,212.48,212.56786,212.58142
215.33,215.1,215.29015,215.08385
221.3,221.23,221.33463,221.3931
209.14,209.12,209.15576,209.12436
228.4,228.2,228.40613,228.24333
