timestamp	volume_1min	vw	open_1min	close_1min	high_1min	low_1min	t	transactions_1min	volume_5min	open_5min	close_5min	high_5min	low_5min	transactions_5min	volume_15min	open_15min	close_15min	high_15min	low_15min	transactions_15min	volume_30min	open_30min	close_30min	high_30min	low_30min	transactions_30min	volume_60min	open_60min	close_60min	high_60min	low_60min	transactions_60min
2024-09-25 15:00:00	33348.0	571.1657	571.24	571.2	571.27	571.075	1727276400000	559.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 15:01:00	29722.0	571.1521	571.19	571.16	571.2	571.06	1727276460000	572.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 15:02:00	28363.0	571.1604	571.14	571.2729	571.2729	571.095	1727276520000	471.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 15:03:00	66374.0	571.3212	571.27	571.24	571.41	571.23	1727276580000	917.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 15:04:00	45857.0	571.2073	571.23	571.2799	571.2799	571.13	1727276640000	615.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 15:05:00	21654.0	571.2589	571.29	571.21	571.31	571.21	1727276700000	450.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 15:06:00	27887.0	571.2221	571.19	571.2601	571.28	571.12	1727276760000	559.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 15:07:00	23259.0	571.1824	571.2583	571.145	571.26	571.1107	1727276820000	438.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 15:08:00	32208.0	571.2076	571.16	571.335	571.335	571.13	1727276880000	562.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 15:09:00	22397.0	571.3507	571.36	571.3442	571.39	571.2902	1727276940000	450.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 15:10:00	65550.0	571.2119	571.34	571.1	571.34	571.07	1727277000000	879.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 15:11:00	199610.0	571.042	571.11	571.09	571.24	570.93	1727277060000	769.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 15:12:00	69641.0	571.0084	571.09	570.9999	571.115	570.9	1727277120000	747.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 15:13:00	35389.0	570.9837	570.99	571.02	571.07	570.86	1727277180000	524.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 15:14:00	36392.0	570.9397	571.02	570.96	571.045	570.85	1727277240000	585.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 15:15:00	54710.0	570.881	570.98	570.77	571.03	570.77	1727277300000	631.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 15:16:00	90799.0	570.8218	570.789	570.79	570.9599	570.69	1727277360000	1033.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 15:17:00	60035.0	570.8773	570.79	571.015	571.03	570.76	1727277420000	793.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 15:18:00	42534.0	571.0895	571.02	571.0999	571.14	571.02	1727277480000	682.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 15:19:00	30884.0	571.091	571.08	571.1391	571.1691	571.01	1727277540000	486.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 15:20:00	37548.0	571.0415	571.13	571.0016	571.13	571.0016	1727277600000	476.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 15:21:00	27237.0	570.9972	571.0099	571.0	571.05	570.935	1727277660000	477.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 15:22:00	76623.0	571.0116	571.02	571.095	571.1199	570.91	1727277720000	768.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 15:23:00	94335.0	571.0599	571.095	571.05	571.14	571.01	1727277780000	946.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 15:24:00	111586.0	570.9901	571.025	570.9301	571.05	570.93	1727277840000	835.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 15:25:00	88945.0	570.9178	570.95	570.89	570.96	570.86	1727277900000	842.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 15:26:00	44922.0	570.9529	570.91	570.95	571.01	570.91	1727277960000	548.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 15:27:00	19054.0	570.9608	570.955	570.95	570.99	570.94	1727278020000	322.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 15:28:00	65021.0	570.8774	570.9401	570.76	571.01	570.73	1727278080000	685.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 15:29:00	51939.0	570.7752	570.76	570.77	570.83	570.74	1727278140000	553.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 15:30:00	53518.0	570.6956	570.75	570.7864	570.8	570.6342	1727278200000	679.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 15:31:00	33306.0	570.7926	570.77	570.75	570.85	570.74	1727278260000	464.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 15:32:00	65105.0	570.7792	570.75	570.74	570.89	570.7	1727278320000	579.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 15:33:00	57485.0	570.6883	570.74	570.75	570.755	570.64	1727278380000	581.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 15:34:00	15333.0	570.7599	570.76	570.76	570.7842	570.725	1727278440000	316.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 15:35:00	31649.0	570.8179	570.765	570.8452	570.86	570.765	1727278500000	512.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 15:36:00	27950.0	570.8898	570.86	570.97	570.97	570.848	1727278560000	436.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 15:37:00	38442.0	571.017	570.98	571.1	571.12	570.95	1727278620000	556.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 15:38:00	34194.0	571.1404	571.09	571.1604	571.22	571.0501	1727278680000	571.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 15:39:00	32900.0	571.1324	571.17	571.12	571.17	571.06	1727278740000	513.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 15:40:00	40934.0	571.2011	571.12	571.2	571.25	571.115	1727278800000	588.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 15:41:00	27383.0	571.1143	571.195	571.06	571.195	571.06	1727278860000	460.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 15:42:00	38584.0	571.0499	571.0699	570.97	571.1499	570.97	1727278920000	605.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 15:43:00	47605.0	570.8853	570.9236	570.86	570.9338	570.82	1727278980000	492.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 15:44:00	58054.0	570.7537	570.85	570.8399	570.85	570.67	1727279040000	802.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 15:45:00	320501.0	570.7533	570.84	570.83	570.91	570.77	1727279100000	487.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 15:46:00	41027.0	570.7911	570.85	570.72	570.85	570.72	1727279160000	506.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 15:47:00	76317.0	570.6946	570.71	570.6789	570.78	570.65	1727279220000	867.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 15:48:00	82813.0	570.6455	570.67	570.69	570.7275	570.57	1727279280000	845.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 15:49:00	181082.0	570.9431	570.71	570.805	570.88	570.71	1727279340000	686.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 15:50:00	99669.0	570.8248	570.78	570.625	570.78	570.62	1727279400000	581.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 15:51:00	33092.0	570.677	570.625	570.6401	570.745	570.615	1727279460000	542.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 15:52:00	173123.0	570.4941	570.66	570.48	570.66	570.32	1727279520000	1897.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 15:53:00	46790.0	570.521	570.4787	570.4899	570.58	570.44	1727279580000	765.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 15:54:00	35644.0	570.4416	570.46	570.545	570.545	570.37	1727279640000	613.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 15:55:00	37928.0	570.5133	570.54	570.47	570.59	570.44	1727279700000	640.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 15:56:00	81884.0	570.4203	570.48	570.5	570.53	570.32	1727279760000	1022.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 15:57:00	33352.0	570.4242	570.5	570.46	570.52	570.34	1727279820000	617.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 15:58:00	77973.0	570.5708	570.47	570.625	570.64	570.46	1727279880000	901.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 15:59:00	102699.0	570.6887	570.625	570.74	570.78	570.61	1727279940000	1027.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 16:00:00	64276.0	570.6279	570.74	570.64	570.74	570.55	1727280000000	718.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 16:01:00	157465.0	570.9292	570.62	570.59	570.6412	570.55	1727280060000	480.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 16:02:00	38860.0	570.5608	570.605	570.54	570.63	570.5	1727280120000	647.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 16:03:00	33704.0	570.5999	570.54	570.61	570.64	570.54	1727280180000	510.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 16:04:00	32488.0	570.6224	570.6	570.68	570.69	570.5899	1727280240000	535.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 16:05:00	68438.0	570.5545	570.68	570.485	570.6899	570.46	1727280300000	806.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 16:06:00	78051.0	570.3625	570.48	570.48	570.48	570.26	1727280360000	998.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 16:07:00	197468.0	570.8271	570.475	570.4201	570.59	570.42	1727280420000	862.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 16:08:00	56348.0	570.5911	570.43	570.64	570.6499	570.43	1727280480000	677.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 16:09:00	23516.0	570.6555	570.64	570.685	570.7	570.62	1727280540000	491.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 16:10:00	39164.0	570.7698	570.7	570.72	570.83	570.69	1727280600000	744.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 16:11:00	17298.0	570.7182	570.72	570.6899	570.78	570.65	1727280660000	399.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 16:12:00	145216.0	570.9615	570.685	570.65	570.7	570.58	1727280720000	368.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 16:13:00	22690.0	570.6137	570.64	570.63	570.64	570.5789	1727280780000	408.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 16:14:00	18079.0	570.6761	570.65	570.64	570.73	570.61	1727280840000	346.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 16:15:00	22937.0	570.6016	570.63	570.57	570.66	570.55	1727280900000	361.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 16:16:00	29230.0	570.5037	570.575	570.51	570.5799	570.46	1727280960000	457.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 16:17:00	74835.0	570.5124	570.509433	570.5299	570.55	570.47	1727281020000	631.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 16:18:00	34843.0	570.5221	570.53	570.56	570.57	570.48	1727281080000	464.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 16:19:00	60053.0	570.441	570.55	570.4399	570.55	570.39	1727281140000	533.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 16:20:00	55938.0	570.6661	570.445	570.605	570.605	570.445	1727281200000	587.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 16:21:00	41549.0	570.6097	570.61	570.51	570.65	570.51	1727281260000	582.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-09-25 16:22:00	20252.0	570.4556	570.49	570.46	570.51	570.41	1727281320000	461.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
