timestamp,1min_open,1min_high,1min_low,1min_close,1min_volume,Upward_Breakout,Downward_Breakout,Reversal_Breakout,Resistance_Breakout,Support_Breakout
2024-07-30 09:31:00,546.05,546.63,546.05,546.56,126019,False,False,False,True,False
2024-07-30 09:35:00,546.37,546.76,546.37,546.75,178740,False,False,False,True,False
2024-07-30 10:36:00,544.11,544.22,543.97,544.08,150536,False,False,False,False,True
2024-07-30 11:00:00,543.84,543.99,543.52,543.52,135011,False,False,False,False,True
2024-07-30 11:01:00,543.53,543.61,542.95,542.99,179616,False,False,False,False,True
2024-07-30 11:02:00,542.98,543.01,542.32,542.36,217000,False,False,False,False,True
2024-07-30 11:03:00,542.375,542.49,542.03,542.09,207351,False,False,False,False,True
2024-07-30 11:04:00,542.11,542.22,541.87,541.96,244108,False,False,False,False,True
2024-07-30 11:05:00,541.99,542.02,541.42,541.485,355540,False,False,False,False,True
2024-07-30 11:06:00,541.5,541.73,541.213,541.305,338168,False,False,False,False,True
2024-07-30 12:52:00,540.195,540.2,539.69,539.82,143010,False,False,False,False,True
2024-07-30 12:58:00,539.2,539.24,538.87,538.93,165317,False,False,False,False,True
2024-07-30 13:01:00,538.88,538.89,538.58,538.63,123441,False,False,False,False,True
2024-07-30 13:38:00,541.05,541.42,541.03,541.34,132314,False,False,False,True,False
2024-07-30 14:16:00,542.04,542.3,542.04,542.26,506447,False,False,False,True,False
2024-07-30 15:44:00,541.53,542.05,541.53,542.05,447731,False,False,False,True,False
2024-07-30 15:47:00,542.04,542.77,542.04,542.67,220167,False,False,False,True,False
2024-07-30 15:49:00,543.13,543.655,543.04,543.33,543794,False,False,False,True,False
2024-07-30 15:50:00,543.33,543.52,543.08,543.48,342799,False,False,False,True,False
2024-07-30 16:00:00,541.92,542.38,540.17,540.875,2514824,False,False,False,False,True
2024-07-30 16:01:00,540.71,541.0,538.65,538.74,204863,False,True,False,False,False
2024-07-30 18:02:00,540.0,540.85,539.995,540.74,20523,False,False,False,True,False
2024-07-30 18:05:00,541.41,541.78,541.29,541.78,15943,False,False,False,True,False
2024-07-30 18:09:00,541.76,542.51,541.73,541.87,12102,False,False,False,True,False
2024-07-30 19:14:00,541.665,541.86,541.65,541.86,17107,False,False,False,True,False
2024-07-30 19:15:00,541.825,542.08,541.8,542.075,15947,False,False,False,True,False
2024-07-30 19:16:00,542.06,542.16,542.06,542.13,62013,False,False,False,True,False
2024-07-30 19:49:00,542.48,542.76,542.48,542.65,12308,False,False,False,True,False
2024-07-30 19:50:00,542.655,542.77,542.655,542.721,12918,False,False,False,True,False
2024-07-31 04:00:00,542.87,546.95,542.87,546.84,17837,True,False,True,False,False
2024-07-31 04:31:00,547.14,547.21,547.08,547.21,5067,False,False,False,True,False
2024-07-31 06:57:00,547.37,547.47,547.37,547.42,6025,False,False,False,True,False
2024-07-31 07:03:00,547.1,547.1,546.82,547.01,100354,False,False,False,False,True
2024-07-31 07:50:00,547.4,547.54,547.39,547.53,18546,False,False,False,True,False
2024-07-31 08:02:00,547.15,547.29,542.0,544.0,13995,False,True,False,False,False
2024-07-31 08:04:00,544.93,547.38,543.86,547.35,3992,False,False,True,False,False
2024-07-31 08:15:00,547.44,547.66,547.38,547.63,21149,False,False,False,True,False
2024-07-31 08:48:00,548.86,548.96,548.82,548.9,22590,False,False,False,True,False
2024-07-31 08:53:00,548.92,548.99,548.88,548.96,26766,False,False,False,True,False
2024-07-31 09:08:00,548.96,549.28,548.96,549.26,66644,False,False,False,True,False
2024-07-31 09:31:00,548.56,548.62,548.34,548.38,355469,False,False,False,False,True
2024-07-31 09:34:00,548.38,548.49,547.97,547.98,228515,False,False,False,False,True
2024-07-31 10:31:00,550.61,551.02,550.605,550.96,238319,False,False,False,True,False
2024-07-31 11:31:00,551.17,551.55,551.17,551.55,115718,False,False,False,True,False
2024-07-31 11:57:00,550.62,550.82,550.48,550.53,106111,False,False,False,False,True
2024-07-31 13:31:00,549.67,549.67,549.16,549.22,189615,False,False,False,False,True
2024-07-31 14:32:00,551.52,552.11,551.52,552.071,144175,False,False,False,True,False
2024-07-31 14:50:00,553.21,553.42,553.08,553.29,221349,False,False,False,True,False
2024-07-31 15:19:00,551.45,551.53,550.61,550.74,325142,False,False,False,False,True
2024-07-31 15:27:00,550.5,550.53,549.54,549.71,545381,False,False,False,False,True
2024-07-31 16:05:00,551.23,552.94,542.014,552.61,513871,False,False,True,False,False
2024-07-31 18:00:00,551.99,552.13,551.94,552.13,10714,False,False,False,True,False
2024-07-31 18:01:00,552.14,552.48,552.14,552.47,152823,False,False,False,True,False
2024-07-31 18:52:00,552.812,553.15,552.812,553.08,3066,False,False,False,True,False
2024-07-31 19:10:00,553.0,553.27,552.995,553.105,34692,False,False,False,True,False
2024-07-31 19:30:00,553.5,553.53,553.465,553.53,4420,False,False,False,True,False
2024-07-31 20:00:00,550.81,550.81,550.81,550.81,3416695,False,True,False,False,True
2024-08-01 05:39:00,552.21,552.31,552.21,552.31,23728,False,False,False,True,False
2024-08-01 05:42:00,552.28,552.33,552.28,552.32,31849,False,False,False,True,False
2024-08-01 06:28:00,552.7,552.73,552.7,552.7,740,False,False,False,True,False
2024-08-01 06:50:00,552.74,552.77,552.71,552.77,2065,False,False,False,True,False
2024-08-01 07:01:00,552.84,552.91,552.71,552.91,4153,False,False,False,True,False
2024-08-01 07:02:00,552.8,553.04,552.79,552.97,3156,False,False,False,True,False
2024-08-01 07:03:00,552.97,553.0,552.76,553.0,33141,False,False,False,True,False
2024-08-01 07:43:00,553.37,553.48,553.37,553.41,22961,False,False,False,True,False
2024-08-01 07:56:00,552.86,552.86,552.481,552.481,27123,False,False,False,False,True
2024-08-01 07:58:00,552.57,552.57,552.4,552.41,25211,False,False,False,False,True
2024-08-01 08:01:00,553.94,554.23,552.15,552.409,13279,False,False,False,False,True
2024-08-01 08:03:00,553.81,554.32,552.36,553.74,12761,False,False,False,True,False
2024-08-01 08:31:00,553.63,554.05,553.59,553.99,30528,False,False,False,True,False
2024-08-01 09:14:00,552.879,552.918,552.77,552.77,23038,False,False,False,False,True
2024-08-01 09:22:00,552.61,552.61,552.4,552.42,13882,False,False,False,False,True
2024-08-01 09:24:00,552.4,552.44,552.15,552.19,15161,False,False,False,False,True
2024-08-01 10:09:00,552.75,552.75,552.11,552.135,379630,False,False,False,False,True
2024-08-01 10:10:00,552.14,552.57,551.98,551.98,282947,False,False,False,False,True
2024-08-01 10:16:00,551.855,552.27,551.68,551.72,271508,False,False,False,False,True
2024-08-01 10:45:00,548.68,548.73,548.21,548.27,524855,False,False,False,False,True
2024-08-01 11:36:00,545.68,545.7,545.5,545.535,178345,False,False,False,False,True
2024-08-01 11:42:00,545.12,545.14,544.62,544.72,165978,False,False,False,False,True
2024-08-01 13:09:00,542.94,543.02,542.71,542.91,158662,False,False,False,False,True
2024-08-01 13:13:00,542.93,543.05,542.85,542.87,146267,False,False,False,False,True
2024-08-01 13:15:00,542.72,542.73,542.37,542.58,210698,False,False,False,False,True
2024-08-01 13:26:00,542.05,542.12,541.82,541.88,245838,False,False,False,False,True
2024-08-01 13:39:00,541.43,541.46,541.06,541.07,363053,False,False,False,False,True
2024-08-01 14:32:00,539.88,540.08,539.75,539.75,240872,False,False,False,False,True
2024-08-01 15:26:00,541.13,541.7,541.11,541.48,252231,False,False,False,True,False
2024-08-01 15:49:00,542.31,542.93,542.27,542.56,396421,False,False,False,True,False
2024-08-01 15:50:00,542.61,543.41,542.57,543.26,984315,False,False,False,True,False
2024-08-01 18:00:00,541.31,542.57,541.31,542.05,85285,False,False,False,True,False
2024-08-01 18:55:00,540.26,540.26,539.76,540.04,5303,False,False,False,False,True
2024-08-01 19:27:00,541.16,541.39,541.14,541.33,1873,False,False,False,True,False
2024-08-01 19:29:00,541.39,541.59,541.39,541.53,1518,False,False,False,True,False
2024-08-01 19:30:00,541.5,541.71,541.45,541.68,5887,False,False,False,True,False
2024-08-01 20:00:00,543.01,543.01,543.01,543.01,1814264,True,False,True,True,False
2024-08-02 04:00:00,538.52,539.92,538.0,538.19,4464,False,True,False,False,False
2024-08-02 04:57:00,538.35,538.5,538.35,538.5,1425,False,False,False,True,False
2024-08-02 05:21:00,537.22,537.22,537.13,537.13,1426,False,False,False,False,True
2024-08-02 05:26:00,537.12,537.19,536.82,536.9,4154,False,False,False,False,True
2024-08-02 06:04:00,537.0,537.0,536.5,536.5,783,False,False,False,False,True
2024-08-02 06:07:00,536.46,536.46,536.3,536.38,1859,False,False,False,False,True
2024-08-02 06:42:00,537.25,537.47,537.2,537.47,5104,False,False,False,True,False
2024-08-02 06:55:00,537.53,537.68,537.53,537.59,3145,False,False,False,True,False
2024-08-02 08:28:00,537.67,537.81,537.65,537.74,13608,False,False,False,True,False
2024-08-02 08:30:00,537.61,538.71,534.32,534.48,485133,False,True,False,False,True
2024-08-02 08:32:00,534.6,534.77,533.6,533.85,426473,False,False,False,False,True
2024-08-02 10:05:00,533.87,533.89,532.43,532.436,427999,False,True,False,False,True
2024-08-02 10:10:00,531.64,531.64,530.95,531.08,386534,False,False,False,False,True
2024-08-02 10:14:00,530.59,530.59,529.76,529.9,383321,False,False,False,False,True
2024-08-02 11:43:00,531.02,531.67,531.02,531.575,1386079,False,False,False,True,False
2024-08-02 12:21:00,532.63,533.12,532.629,532.906,244003,False,False,False,True,False
2024-08-02 12:28:00,532.95,533.21,532.85,533.06,200351,False,False,False,True,False
2024-08-02 12:41:00,533.126,533.52,532.98,533.27,163108,False,False,False,True,False
2024-08-02 13:41:00,530.26,530.26,529.74,529.96,156897,False,False,False,False,True
2024-08-02 13:54:00,530.08,530.16,529.66,529.71,139269,False,False,False,False,True
2024-08-02 14:25:00,530.79,531.05,530.71,530.96,367484,False,False,False,True,False
2024-08-02 15:56:00,532.72,533.17,532.41,532.945,778261,False,False,False,True,False
2024-08-02 15:59:00,532.61,533.17,532.42,532.98,1808020,False,False,False,True,False
2024-08-02 16:55:00,531.68,531.68,531.41,531.43,16961,False,False,False,False,True
2024-08-02 16:56:00,531.43,531.43,531.365,531.365,24080,False,False,False,False,True
2024-08-02 16:57:00,531.36,532.9,531.13,531.13,53717,False,False,False,False,True
2024-08-02 17:12:00,531.69,532.9,531.59,532.9,3720,True,False,False,False,False
2024-08-02 18:18:00,531.58,531.78,531.46,531.46,1157,False,False,False,False,True
2024-08-02 18:31:00,531.74,539.03,531.598,538.12,1437,True,False,False,False,False
2024-08-02 19:20:00,531.65,531.79,531.4,531.52,8664,False,False,False,False,True
2024-08-02 19:21:00,531.41,531.637,531.41,531.5,2565,False,False,False,False,True
2024-08-02 19:23:00,531.395,531.4,531.21,531.3,2141,False,False,False,False,True
2024-08-02 19:24:00,531.3,531.35,531.21,531.275,4256,False,False,False,False,True
2024-08-02 19:44:00,531.19,531.19,531.085,531.11,3664,False,False,False,False,True
2024-08-02 19:48:00,531.04,531.2,531.0,531.0,1118,False,False,False,False,True
2024-08-02 20:00:00,532.9,532.9,532.9,532.9,2266142,True,False,False,True,False
2024-08-05 04:00:00,520.09,525.44,520.09,520.8,71614,False,True,False,False,False
2024-08-05 04:09:00,521.48,522.59,521.48,522.55,7951,False,False,True,False,False
2024-08-05 04:54:00,520.14,520.37,520.0,520.07,14258,False,False,False,False,True
2024-08-05 04:56:00,519.93,520.31,519.85,519.85,15291,False,False,False,False,True
2024-08-05 05:36:00,519.47,519.51,518.56,518.56,11632,False,False,False,False,True
2024-08-05 05:37:00,518.58,518.75,518.0,518.53,17823,False,False,False,False,True
2024-08-05 05:39:00,518.58,518.86,518.4,518.4,9926,False,False,False,False,True
2024-08-05 06:27:00,517.14,517.28,516.85,517.0,64776,False,False,False,False,True
2024-08-05 07:33:00,516.36,516.5,515.79,516.03,53414,False,False,False,False,True
2024-08-05 07:54:00,515.11,515.43,514.93,515.11,40239,False,False,False,False,True
2024-08-05 07:55:00,515.131,515.44,514.91,514.91,50131,False,False,False,False,True
2024-08-05 07:56:00,514.91,515.0,514.24,514.48,138634,False,False,False,False,True
2024-08-05 08:23:00,511.22,511.22,509.72,509.72,116694,False,True,False,False,True
2024-08-05 08:24:00,509.84,509.96,509.05,509.16,142265,False,False,False,False,True
2024-08-05 08:32:00,508.955,508.98,507.8,508.46,150517,False,False,False,False,True
2024-08-05 08:37:00,508.45,510.46,508.15,510.4,129733,False,False,True,False,False
2024-08-05 09:06:00,513.14,514.89,513.07,514.76,151624,True,False,False,True,False
2024-08-05 09:07:00,514.72,515.27,514.37,514.91,122660,False,False,False,True,False
2024-08-05 09:33:00,511.17,512.93,511.15,512.9,659333,False,False,True,False,False
2024-08-05 09:36:00,511.93,513.22,511.61,513.065,755790,False,False,True,False,False
2024-08-05 09:39:00,514.01,515.98,513.91,515.72,980573,False,False,False,True,False
2024-08-05 10:00:00,515.25,519.87,515.25,519.8,1266109,True,False,True,True,False
2024-08-05 10:33:00,514.91,516.09,514.84,516.09,141735,False,False,True,False,False
2024-08-05 11:08:00,518.32,519.94,518.32,519.43,412646,False,False,False,True,False
2024-08-05 11:37:00,520.9,521.95,520.54,521.79,593809,False,False,False,True,False
2024-08-05 12:24:00,522.5,522.76,522.37,522.71,230417,False,False,False,True,False
2024-08-05 12:27:00,523.05,523.24,522.92,523.2,313017,False,False,False,True,False
2024-08-05 12:28:00,523.22,523.49,523.0,523.49,274955,False,False,False,True,False
2024-08-05 14:00:00,519.04,519.18,518.3,518.53,223630,False,False,False,False,True
2024-08-05 14:01:00,518.57,518.66,517.98,518.005,255272,False,False,False,False,True
2024-08-05 14:40:00,517.915,518.01,517.19,517.33,334011,False,False,False,False,True
2024-08-05 14:45:00,516.59,516.93,516.3,516.3,298651,False,False,False,False,True
2024-08-05 15:47:00,515.39,515.5,515.1,515.19,631010,False,False,False,False,True
2024-08-05 15:58:00,516.51,517.3,516.51,516.91,1778428,False,False,False,True,False
2024-08-05 15:59:00,516.9,517.75,516.53,517.41,3976028,False,False,False,True,False
2024-08-05 16:00:00,517.41,533.105,516.92,518.37,6324897,False,False,False,True,False
2024-08-05 17:56:00,520.45,520.5,520.44,520.47,4790,False,False,False,True,False
2024-08-05 18:00:00,520.48,521.63,520.48,521.38,26042,False,False,False,True,False
2024-08-05 18:06:00,521.84,522.24,521.84,522.02,12860,False,False,False,True,False
2024-08-05 19:48:00,522.18,522.28,522.13,522.24,37333,False,False,False,True,False
2024-08-05 20:00:00,522.88,522.92,517.38,517.38,2791705,False,True,False,False,True
2024-08-06 04:00:00,523.91,523.91,522.26,522.48,3970,False,False,True,False,False
2024-08-06 05:03:00,520.26,520.26,519.38,519.41,3733,False,False,False,False,True
2024-08-06 05:17:00,519.26,519.26,518.93,518.95,15312,False,False,False,False,True
2024-08-06 05:40:00,518.59,518.63,518.5,518.57,3932,False,False,False,False,True
2024-08-06 06:29:00,520.26,520.6,520.26,520.47,1081,False,False,False,True,False
2024-08-06 06:30:00,520.44,521.4,520.44,521.34,7781,False,False,False,True,False
2024-08-06 06:41:00,521.88,522.16,521.88,522.0,6667,False,False,False,True,False
2024-08-06 06:54:00,522.06,522.2,521.93,522.07,2620,False,False,False,True,False
2024-08-06 07:02:00,522.29,522.43,522.18,522.42,5712,False,False,False,True,False
2024-08-06 07:30:00,522.49,523.22,522.49,522.79,13639,False,False,False,True,False
2024-08-06 07:44:00,521.11,521.26,520.99,521.03,9505,False,False,False,False,True
2024-08-06 07:45:00,521.14,521.23,520.41,520.66,51552,False,False,False,False,True
2024-08-06 08:30:00,520.78,520.89,517.38,519.93,14443,False,False,False,False,True
2024-08-06 08:31:00,519.8,519.88,519.5,519.7,10954,False,False,False,False,True
2024-08-06 08:32:00,519.78,520.0,519.46,519.63,31833,False,False,False,False,True
2024-08-06 08:33:00,519.68,519.73,519.33,519.525,31622,False,False,False,False,True
2024-08-06 09:25:00,519.42,520.03,519.35,519.92,36226,False,False,False,True,False
2024-08-06 09:26:00,519.93,520.32,519.93,520.28,29112,False,False,False,True,False
2024-08-06 09:29:00,519.72,519.75,518.72,519.22,159551,False,False,False,False,True
2024-08-06 09:53:00,521.15,521.73,520.98,521.32,424260,False,False,False,True,False
2024-08-06 10:46:00,525.1,525.83,525.08,525.64,276122,False,False,False,True,False
2024-08-06 11:29:00,523.14,523.15,522.39,522.42,270402,False,False,False,False,True
2024-08-06 12:15:00,526.41,526.84,526.25,526.78,119015,False,False,False,True,False
2024-08-06 12:16:00,526.8,526.9,526.69,526.85,134275,False,False,False,True,False
2024-08-06 12:52:00,526.53,527.4,526.44,527.4,224664,False,False,False,True,False
2024-08-06 12:53:00,527.38,527.74,527.37,527.5,194067,False,False,False,True,False
2024-08-06 13:45:00,527.61,527.66,527.15,527.17,137359,False,False,False,False,True
2024-08-06 14:33:00,528.9,529.13,528.85,529.09,131822,False,False,False,True,False
2024-08-06 14:34:00,529.099,529.4,529.06,529.32,144674,False,False,False,True,False
2024-08-06 14:35:00,529.35,529.41,529.17,529.39,224615,False,False,False,True,False
2024-08-06 14:36:00,529.38,529.6,529.38,529.56,215872,False,False,False,True,False
2024-08-06 15:01:00,527.36,527.44,526.94,527.15,300698,False,False,False,False,True
2024-08-06 15:02:00,527.13,527.157,526.75,526.77,218184,False,False,False,False,True
2024-08-06 15:03:00,526.8,527.06,526.06,526.11,271602,False,False,False,False,True
2024-08-06 15:04:00,526.11,526.35,525.62,525.85,339547,False,False,False,False,True
2024-08-06 15:07:00,525.869,525.869,525.06,525.25,369700,False,False,False,False,True
2024-08-06 15:47:00,525.18,525.2,524.52,524.53,512718,False,False,False,False,True
2024-08-06 15:51:00,525.14,525.38,524.03,524.03,591912,False,False,False,False,True
2024-08-06 15:52:00,524.07,524.13,523.5,523.56,787437,False,False,False,False,True
2024-08-06 15:54:00,523.91,524.06,523.17,523.3,886115,False,False,False,False,True
2024-08-06 15:55:00,523.3,523.75,522.96,522.96,1242543,False,False,False,False,True
2024-08-06 15:57:00,523.02,523.08,522.23,522.53,981753,False,False,False,False,True
2024-08-06 15:58:00,522.51,522.67,522.14,522.37,1287040,False,False,False,False,True
2024-08-06 15:59:00,522.375,522.78,521.97,522.19,2182712,False,False,False,False,True
2024-08-06 16:00:00,522.19,522.62,517.153,521.82,3812031,False,False,False,False,True
2024-08-06 17:24:00,520.247,520.247,519.75,520.12,8121,False,False,False,False,True
2024-08-06 17:31:00,520.08,520.08,519.95,519.98,6495,False,False,False,False,True
2024-08-06 17:33:00,519.99,520.0,519.6,519.75,9330,False,False,False,False,True
2024-08-06 17:44:00,519.38,519.4,519.19,519.36,9038,False,False,False,False,True
2024-08-06 17:53:00,519.14,519.3,519.08,519.1,6272,False,False,False,False,True
2024-08-06 18:06:00,520.75,520.9,520.43,520.9,29432,False,False,False,True,False
2024-08-06 18:07:00,520.86,521.25,520.78,521.24,18233,False,False,False,True,False
2024-08-06 19:18:00,520.48,520.5,520.01,520.01,2937,False,False,False,False,True
2024-08-06 19:28:00,520.14,520.14,519.821,519.821,1662,False,False,False,False,True
2024-08-06 19:55:00,519.84,519.93,519.78,519.78,13308,False,False,False,False,True
2024-08-06 20:00:00,522.15,522.15,522.15,522.15,1660455,True,False,False,True,False
2024-08-07 04:00:00,524.05,525.94,524.05,524.84,13882,True,False,False,False,False
2024-08-07 04:47:00,526.65,526.93,526.65,526.93,1218,False,False,False,True,False
2024-08-07 04:48:00,527.0,527.12,526.99,527.12,1968,False,False,False,True,False
2024-08-07 04:49:00,527.12,527.2,527.11,527.2,2994,False,False,False,True,False
2024-08-07 05:01:00,527.45,527.56,527.45,527.56,4203,False,False,False,True,False
2024-08-07 05:12:00,527.54,527.93,527.54,527.93,14835,False,False,False,True,False
2024-08-07 05:26:00,527.99,528.15,527.9,528.1,2926,False,False,False,True,False
2024-08-07 05:27:00,528.12,528.41,527.99,528.37,3198,False,False,False,True,False
2024-08-07 05:37:00,528.38,528.42,528.29,528.39,8675,False,False,False,True,False
2024-08-07 06:14:00,528.31,528.4,528.08,528.4,3968,False,False,False,True,False
2024-08-07 06:54:00,528.46,528.7,528.44,528.7,4279,False,False,False,True,False
2024-08-07 06:55:00,528.73,528.79,528.65,528.73,3480,False,False,False,True,False
2024-08-07 07:31:00,528.6,528.63,528.25,528.25,8151,False,False,False,False,True
2024-08-07 07:32:00,528.28,528.3,527.96,528.06,14730,False,False,False,False,True
2024-08-07 07:51:00,528.06,528.21,527.91,527.91,12450,False,False,False,False,True
2024-08-07 07:58:00,527.78,527.83,527.6,527.7,27022,False,False,False,False,True
2024-08-07 08:00:00,527.84,529.07,522.15,527.6,71026,False,False,False,False,True
2024-08-07 08:02:00,522.15,527.67,521.25,522.15,14501,False,True,False,False,False
2024-08-07 08:03:00,527.55,527.64,522.15,527.48,10353,False,False,True,False,False
2024-08-07 08:41:00,528.49,528.58,528.43,528.5,28767,False,False,False,True,False
2024-08-07 08:42:00,528.52,528.57,528.48,528.54,54366,False,False,False,True,False
2024-08-07 09:36:00,528.98,529.38,528.955,529.17,227212,False,False,False,True,False
2024-08-07 11:44:00,529.3,529.39,528.13,528.19,142693,False,True,False,False,True
2024-08-07 11:45:00,528.2,528.3,527.52,527.6,189439,False,False,False,False,True
2024-08-07 12:03:00,527.16,527.28,526.29,526.3,232575,False,False,False,False,True
2024-08-07 12:04:00,526.29,526.49,525.82,526.18,207742,False,False,False,False,True
2024-08-07 12:47:00,526.03,526.2,525.58,525.64,124522,False,False,False,False,True
2024-08-07 12:48:00,525.62,525.77,525.44,525.56,216237,False,False,False,False,True
2024-08-07 12:50:00,525.57,525.57,525.01,525.14,160008,False,False,False,False,True
2024-08-07 12:53:00,525.11,525.125,524.65,525.02,262392,False,False,False,False,True
2024-08-07 13:02:00,525.18,525.26,524.36,524.403,227391,False,False,False,False,True
2024-08-07 13:12:00,523.27,523.48,523.04,523.16,253746,False,False,False,False,True
2024-08-07 13:52:00,522.36,522.36,521.79,521.94,279320,False,False,False,False,True
2024-08-07 14:07:00,521.63,521.65,520.86,520.9,292496,False,False,False,False,True
2024-08-07 14:10:00,521.07,521.26,520.64,520.85,244189,False,False,False,False,True
2024-08-07 14:12:00,520.51,520.745,520.34,520.51,313313,False,False,False,False,True
2024-08-07 14:47:00,520.239,520.24,519.08,519.14,489497,False,False,False,False,True
2024-08-07 14:48:00,519.16,519.38,518.83,518.95,314652,False,False,False,False,True
2024-08-07 15:51:00,519.96,520.04,519.52,519.6,427315,False,False,False,False,True
2024-08-07 15:54:00,519.66,519.84,518.73,519.02,398188,False,False,False,False,True
2024-08-07 15:55:00,519.04,519.17,518.33,518.521,904074,False,False,False,False,True
2024-08-07 15:56:00,518.52,518.6,518.06,518.395,431176,False,False,False,False,True
2024-08-07 16:54:00,516.43,518.66,516.13,516.255,585628,False,False,False,False,True
2024-08-07 18:00:00,516.57,517.2,516.57,516.96,25637,False,False,False,True,False
2024-08-07 18:01:00,516.88,517.22,516.87,517.2,38895,False,False,False,True,False
2024-08-07 18:26:00,517.13,517.35,517.05,517.35,7907,False,False,False,True,False
